Year,SeriesCode,GeoAreaName,Disability status,Grounds of discrimination,Location,Sex,Value
2019,VC_VOV_GDSD,Republic of Korea,_T,HEALTH,RURAL,BOTHSEX,2.3
2019,VC_VOV_GDSD,Republic of Korea,_T,PHYSCOND,ALLAREA,BOTHSEX,6.6
2019,VC_VOV_GDSD,Republic of Korea,_T,ETHCOLLANMIG,URBAN,BOTHSEX,1.4
2019,VC_VOV_GDSD,Republic of Korea,_T,DIS,URBAN,BOTHSEX,1.7
2019,VC_VOV_GDSD,Republic of Korea,_T,HEALTH,URBAN,BOTHSEX,2.3
2018,VC_VOV_GDSD,North Macedonia,_T,OTHER,URBAN,FEMALE,1.7
2021,VC_VOV_GDSD,Uzbekistan,_T,RELIGION,RURAL,FEMALE,0.2
2021,VC_VOV_GDSD,Uzbekistan,_T,ALL,URBAN,FEMALE,10.1
2021,VC_VOV_GDSD,Uzbekistan,_T,DIS,URBAN,FEMALE,0.8
2021,VC_VOV_GDSD,Uzbekistan,_T,ETHIO,RURAL,FEMALE,1.4
2021,VC_VOV_GDSD,Uzbekistan,_T,SEX,URBAN,FEMALE,2.7
2022,VC_VOV_GDSD,Sweden,_T,SEX,ALLAREA,BOTHSEX,3.0
2022,VC_VOV_GDSD,Sweden,_T,RELIGION,ALLAREA,FEMALE,1.0
2022,VC_VOV_GDSD,Sweden,_T,SEX,ALLAREA,MALE,1.0
2022,VC_VOV_GDSD,Sweden,_T,AGE,ALLAREA,FEMALE,3.0
2022,VC_VOV_GDSD,Sweden,_T,ALL,ALLAREA,BOTHSEX,7.0
2022,VC_VOV_GDSD,Sweden,_T,ETHCOLLAN,ALLAREA,FEMALE,2.0
2019,VC_VOV_GDSD,Republic of Korea,_T,DIS,ALLAREA,BOTHSEX,1.7
2019,VC_VOV_GDSD,Republic of Korea,_T,AGE,ALLAREA,BOTHSEX,13.6
2019,VC_VOV_GDSD,Republic of Korea,_T,AGE,RURAL,BOTHSEX,10.5
2019,VC_VOV_GDSD,Republic of Korea,_T,GEO,ALLAREA,BOTHSEX,2.7
2019,VC_VOV_GDSD,Republic of Korea,_T,ETHCOLLANMIG,ALLAREA,BOTHSEX,1.4
2019,VC_VOV_GDSD,Republic of Korea,_T,SOCIOECON,ALLAREA,MALE,10.0
2022,VC_VOV_GDSD,Sweden,_T,SEX,ALLAREA,FEMALE,5.0
2022,VC_VOV_GDSD,Sweden,_T,ETHCOLLAN,ALLAREA,MALE,3.0
2022,VC_VOV_GDSD,Sweden,_T,SEXOGENID,ALLAREA,MALE,1.0
2022,VC_VOV_GDSD,Sweden,_T,AGE,ALLAREA,MALE,1.0
2022,VC_VOV_GDSD,Sweden,_T,RELIGION,ALLAREA,MALE,1.0
2022,VC_VOV_GDSD,Sweden,_T,DISHEA,ALLAREA,MALE,1.0
2019,VC_VOV_GDSD,Republic of Korea,_T,AGE,ALLAREA,MALE,10.4
2019,VC_VOV_GDSD,Republic of Korea,_T,POLVIEW,ALLAREA,MALE,4.2
2019,VC_VOV_GDSD,Republic of Korea,_T,POLVIEW,ALLAREA,FEMALE,4.0
2019,VC_VOV_GDSD,Republic of Korea,_T,RELIGION,URBAN,BOTHSEX,2.3
2019,VC_VOV_GDSD,Republic of Korea,_T,SOCIOECON,ALLAREA,FEMALE,10.5
2019,VC_VOV_GDSD,Republic of Korea,_T,RELIGION,ALLAREA,FEMALE,2.8
2021,VC_VOV_GDSD,Uzbekistan,PD,RELIGION,ALLAREA,FEMALE,0.6
2021,VC_VOV_GDSD,Uzbekistan,PWD,ALL,ALLAREA,FEMALE,8.6
2021,VC_VOV_GDSD,Uzbekistan,_T,DIS,ALLAREA,FEMALE,0.6
2021,VC_VOV_GDSD,Uzbekistan,_T,OTHER,ALLAREA,FEMALE,5.3
2021,VC_VOV_GDSD,Uzbekistan,PWD,RELIGION,ALLAREA,FEMALE,0.3
2021,VC_VOV_GDSD,Uzbekistan,PWD,ETHIO,ALLAREA,FEMALE,1.6
2022,VC_VOV_GDSD,Sweden,_T,DISHEA,ALLAREA,BOTHSEX,1.0
2022,VC_VOV_GDSD,Sweden,_T,ETHCOLLAN,ALLAREA,BOTHSEX,2.0
2022,VC_VOV_GDSD,Sweden,_T,AGE,ALLAREA,BOTHSEX,2.0
2022,VC_VOV_GDSD,Sweden,_T,RELIGION,ALLAREA,BOTHSEX,1.0
2022,VC_VOV_GDSD,Sweden,_T,ALL,ALLAREA,FEMALE,9.0
2022,VC_VOV_GDSD,Sweden,_T,SEXOGENID,ALLAREA,FEMALE,1.0
2022,VC_VOV_GDSD,Sweden,_T,ALL,ALLAREA,MALE,5.0
2016,VC_VOV_GDSD,Switzerland,_T,ALL,RURAL,BOTHSEX,15.8
2016,VC_VOV_GDSD,Switzerland,_T,ALL,URBAN,BOTHSEX,25.9
2016,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,FEMALE,27.4
2016,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,BOTHSEX,27.2
2019,VC_VOV_GDSD,Republic of Korea,_T,MAR,ALLAREA,BOTHSEX,3.3
2019,VC_VOV_GDSD,Republic of Korea,_T,POLVIEW,ALLAREA,BOTHSEX,4.1
2019,VC_VOV_GDSD,Republic of Korea,_T,RELIGION,RURAL,BOTHSEX,1.4
2019,VC_VOV_GDSD,Republic of Korea,_T,DIS,RURAL,BOTHSEX,1.6
2019,VC_VOV_GDSD,Republic of Korea,_T,SOCIOECON,URBAN,BOTHSEX,10.8
2019,VC_VOV_GDSD,Republic of Korea,_T,RELIGION,ALLAREA,BOTHSEX,2.2
2019,VC_VOV_GDSD,Republic of Korea,_T,SEX,URBAN,BOTHSEX,14.9
2019,VC_VOV_GDSD,Republic of Korea,_T,GEO,URBAN,BOTHSEX,2.8
2019,VC_VOV_GDSD,Republic of Korea,_T,GEO,RURAL,BOTHSEX,2.1
2019,VC_VOV_GDSD,Republic of Korea,_T,ETHCOLLANMIG,RURAL,BOTHSEX,1.4
2019,VC_VOV_GDSD,Republic of Korea,_T,MAR,URBAN,BOTHSEX,3.5
2019,VC_VOV_GDSD,Republic of Korea,_T,POLVIEW,URBAN,BOTHSEX,4.1
2019,VC_VOV_GDSD,Republic of Korea,_T,SEX,ALLAREA,MALE,7.7
2019,VC_VOV_GDSD,Republic of Korea,_T,ETHCOLLANMIG,ALLAREA,MALE,0.9
2019,VC_VOV_GDSD,Republic of Korea,_T,HEALTH,ALLAREA,MALE,2.1
2019,VC_VOV_GDSD,Republic of Korea,_T,RELIGION,ALLAREA,MALE,1.5
2019,VC_VOV_GDSD,Republic of Korea,_T,PHYSCOND,ALLAREA,MALE,4.5
2020,VC_VOV_GDSD,Republic of Korea,_T,AGE,ALLAREA,MALE,11.2
2016,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,MALE,27.1
2018,VC_VOV_GDSD,Switzerland,_T,ALL,RURAL,BOTHSEX,21.8
2018,VC_VOV_GDSD,Switzerland,_T,ALL,URBAN,BOTHSEX,25.1
2018,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,BOTHSEX,28.3
2018,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,MALE,27.8
2021,VC_VOV_GDSD,Uzbekistan,PWD,SEXO,ALLAREA,FEMALE,0.2
2021,VC_VOV_GDSD,Uzbekistan,PWD,SEX,ALLAREA,FEMALE,2.0
2021,VC_VOV_GDSD,Uzbekistan,PD,SEXO,ALLAREA,FEMALE,0.4
2021,VC_VOV_GDSD,Uzbekistan,PD,SEX,ALLAREA,FEMALE,4.7
2021,VC_VOV_GDSD,Uzbekistan,_T,DIS,RURAL,FEMALE,0.5
2021,VC_VOV_GDSD,Uzbekistan,_T,OTHER,URBAN,FEMALE,4.9
2020,VC_VOV_GDSD,Republic of Korea,_T,GEO,ALLAREA,FEMALE,3.4
2020,VC_VOV_GDSD,Republic of Korea,_T,DIS,ALLAREA,MALE,2.0
2020,VC_VOV_GDSD,Republic of Korea,_T,ETHCOLLANMIG,URBAN,BOTHSEX,1.8
2020,VC_VOV_GDSD,Republic of Korea,_T,PHYSCOND,URBAN,BOTHSEX,6.2
2020,VC_VOV_GDSD,Republic of Korea,_T,RELIGION,ALLAREA,BOTHSEX,2.5
2020,VC_VOV_GDSD,Republic of Korea,_T,GEO,RURAL,BOTHSEX,2.7
2020,VC_VOV_GDSD,Republic of Korea,_T,HEALTH,RURAL,BOTHSEX,2.7
2020,VC_VOV_GDSD,Republic of Korea,_T,PHYSCOND,ALLAREA,BOTHSEX,5.7
2020,VC_VOV_GDSD,Republic of Korea,_T,HEALTH,ALLAREA,BOTHSEX,2.7
2020,VC_VOV_GDSD,Republic of Korea,_T,AGE,ALLAREA,BOTHSEX,12.9
2020,VC_VOV_GDSD,Republic of Korea,_T,POLVIEW,ALLAREA,MALE,7.2
2020,VC_VOV_GDSD,Republic of Korea,_T,SOCIOECON,ALLAREA,MALE,13.0
2020,VC_VOV_GDSD,Republic of Korea,_T,PHYSCOND,RURAL,BOTHSEX,3.6
2020,VC_VOV_GDSD,Republic of Korea,_T,ETHCOLLANMIG,ALLAREA,FEMALE,1.8
2018,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,FEMALE,28.7
2020,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,MALE,28.0
2020,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,FEMALE,28.5
2020,VC_VOV_GDSD,Switzerland,_T,ALL,RURAL,BOTHSEX,24.2
2020,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,BOTHSEX,28.2
2021,VC_VOV_GDSD,Uzbekistan,_T,OTHER,RURAL,FEMALE,5.7
2021,VC_VOV_GDSD,Uzbekistan,_T,ALL,RURAL,FEMALE,9.0
2021,VC_VOV_GDSD,Uzbekistan,_T,AGE,RURAL,FEMALE,1.8
2021,VC_VOV_GDSD,Uzbekistan,_T,RELIGION,URBAN,FEMALE,0.6
2021,VC_VOV_GDSD,Uzbekistan,_T,ETHIO,URBAN,FEMALE,2.0
2021,VC_VOV_GDSD,Uzbekistan,_T,SEXO,URBAN,FEMALE,0.1
2020,VC_VOV_GDSD,Republic of Korea,_T,HEALTH,ALLAREA,FEMALE,2.7
2020,VC_VOV_GDSD,Republic of Korea,_T,RELIGION,ALLAREA,FEMALE,3.1
2020,VC_VOV_GDSD,Republic of Korea,_T,PHYSCOND,ALLAREA,FEMALE,6.7
2020,VC_VOV_GDSD,Republic of Korea,_T,DIS,RURAL,BOTHSEX,2.0
2020,VC_VOV_GDSD,Republic of Korea,_T,AGE,URBAN,BOTHSEX,13.6
2020,VC_VOV_GDSD,Republic of Korea,_T,SOCIOECON,ALLAREA,BOTHSEX,13.0
2020,VC_VOV_GDSD,Republic of Korea,_T,AGE,ALLAREA,FEMALE,14.6
2020,VC_VOV_GDSD,Republic of Korea,_T,POLVIEW,ALLAREA,FEMALE,6.4
2020,VC_VOV_GDSD,Republic of Korea,_T,DIS,ALLAREA,FEMALE,1.9
2020,VC_VOV_GDSD,Republic of Korea,_T,MAR,ALLAREA,MALE,3.1
2020,VC_VOV_GDSD,Republic of Korea,_T,PHYSCOND,ALLAREA,MALE,4.7
2020,VC_VOV_GDSD,Republic of Korea,_T,SEX,RURAL,BOTHSEX,7.6
2020,VC_VOV_GDSD,Republic of Korea,_T,RELIGION,RURAL,BOTHSEX,1.9
2020,VC_VOV_GDSD,Republic of Korea,_T,POLVIEW,URBAN,BOTHSEX,7.0
2020,VC_VOV_GDSD,Switzerland,_T,ALL,URBAN,BOTHSEX,32.8
2022,VC_VOV_GDSD,Switzerland,_T,POLVIEW,ALLAREA,BOTHSEX,5.5
2022,VC_VOV_GDSD,Switzerland,_T,DISHEA,ALLAREA,BOTHSEX,1.0
2022,VC_VOV_GDSD,Switzerland,_T,ALL,URBAN,BOTHSEX,30.8
2022,VC_VOV_GDSD,Switzerland,_T,AGE,ALLAREA,BOTHSEX,4.5
2022,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,BOTHSEX,26.6
2022,VC_VOV_GDSD,Switzerland,_T,SEXOGENID,ALLAREA,BOTHSEX,2.6
2022,VC_VOV_GDSD,Switzerland,_T,ETHCOLLAN,ALLAREA,BOTHSEX,17.7
2022,VC_VOV_GDSD,Switzerland,_T,ALL,RURAL,BOTHSEX,24.6
2022,VC_VOV_GDSD,Switzerland,_T,RELIGION,ALLAREA,BOTHSEX,4.4
2021,VC_VOV_GDSD,Uzbekistan,_T,SEXO,RURAL,FEMALE,0.2
2021,VC_VOV_GDSD,Uzbekistan,PD,AGE,ALLAREA,FEMALE,3.3
2021,VC_VOV_GDSD,Uzbekistan,_T,ALL,ALLAREA,FEMALE,9.5
2021,VC_VOV_GDSD,Uzbekistan,_T,ETHIO,ALLAREA,FEMALE,1.7
2021,VC_VOV_GDSD,Uzbekistan,_T,RELIGION,ALLAREA,FEMALE,0.4
2021,VC_VOV_GDSD,Uzbekistan,PD,DIS,ALLAREA,FEMALE,3.9
2020,VC_VOV_GDSD,Republic of Korea,_T,HEALTH,ALLAREA,MALE,2.7
2020,VC_VOV_GDSD,Republic of Korea,_T,RELIGION,ALLAREA,MALE,1.9
2020,VC_VOV_GDSD,Republic of Korea,_T,GEO,ALLAREA,MALE,3.8
2020,VC_VOV_GDSD,Republic of Korea,_T,MAR,RURAL,BOTHSEX,3.4
2020,VC_VOV_GDSD,Republic of Korea,_T,GEO,ALLAREA,BOTHSEX,3.6
2020,VC_VOV_GDSD,Republic of Korea,_T,MAR,ALLAREA,BOTHSEX,4.0
2020,VC_VOV_GDSD,Republic of Korea,_T,SEX,ALLAREA,FEMALE,16.9
2022,VC_VOV_GDSD,Switzerland,_T,SOCIOECON,ALLAREA,BOTHSEX,4.7
2022,VC_VOV_GDSD,Switzerland,_T,SEX,ALLAREA,BOTHSEX,6.9
2022,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,FEMALE,25.4
2022,VC_VOV_GDSD,Switzerland,_T,MIG,ALLAREA,BOTHSEX,12.9
2022,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,MALE,27.7
2021,VC_VOV_GDSD,Uzbekistan,PWD,DIS,ALLAREA,FEMALE,0.4
2021,VC_VOV_GDSD,Uzbekistan,_T,SEX,RURAL,FEMALE,1.7
2021,VC_VOV_GDSD,Uzbekistan,_T,AGE,URBAN,FEMALE,3.0
2021,VC_VOV_GDSD,Uzbekistan,PWD,AGE,ALLAREA,FEMALE,2.1
2021,VC_VOV_GDSD,Uzbekistan,PD,ALL,ALLAREA,FEMALE,22.7
2021,VC_VOV_GDSD,Uzbekistan,_T,SEX,ALLAREA,FEMALE,2.2
2020,VC_VOV_GDSD,Republic of Korea,_T,ETHCOLLANMIG,ALLAREA,MALE,1.4
2020,VC_VOV_GDSD,Republic of Korea,_T,SEX,ALLAREA,MALE,6.6
2020,VC_VOV_GDSD,Republic of Korea,_T,SOCIOECON,ALLAREA,FEMALE,13.0
2020,VC_VOV_GDSD,Republic of Korea,_T,MAR,URBAN,BOTHSEX,4.1
2020,VC_VOV_GDSD,Republic of Korea,_T,ETHCOLLANMIG,RURAL,BOTHSEX,1.1
2020,VC_VOV_GDSD,Republic of Korea,_T,POLVIEW,RURAL,BOTHSEX,5.8
2020,VC_VOV_GDSD,Republic of Korea,_T,SEX,URBAN,BOTHSEX,12.7
2020,VC_VOV_GDSD,Republic of Korea,_T,RELIGION,URBAN,BOTHSEX,2.6
2020,VC_VOV_GDSD,Republic of Korea,_T,SOCIOECON,URBAN,BOTHSEX,13.6
2020,VC_VOV_GDSD,Republic of Korea,_T,MAR,ALLAREA,FEMALE,4.9
2020,VC_VOV_GDSD,Republic of Korea,_T,HEALTH,URBAN,BOTHSEX,2.7
2020,VC_VOV_GDSD,Republic of Korea,_T,AGE,RURAL,BOTHSEX,9.7
2020,VC_VOV_GDSD,Republic of Korea,_T,DIS,URBAN,BOTHSEX,1.9
2020,VC_VOV_GDSD,Republic of Korea,_T,SOCIOECON,RURAL,BOTHSEX,10.7
2022,VC_VOV_GDSD,Switzerland,_T,OTHER,ALLAREA,BOTHSEX,3.1
2019,VC_VOV_GDSD,Turkmenistan,_T,ETHI,URBAN,FEMALE,0.4
2019,VC_VOV_GDSD,Turkmenistan,_T,RELIGION,RURAL,FEMALE,0.1
2019,VC_VOV_GDSD,Turkmenistan,_T,SEX,RURAL,FEMALE,0.3
2019,VC_VOV_GDSD,Turkmenistan,PWD,ALL,ALLAREA,FEMALE,2.7
2019,VC_VOV_GDSD,Turkmenistan,_T,SEXO,RURAL,FEMALE,0.0
2019,VC_VOV_GDSD,Turkmenistan,PWD,AGE,ALLAREA,FEMALE,1.0
2019,VC_VOV_GDSD,Turkmenistan,_T,OTHER,RURAL,FEMALE,1.0
2019,VC_VOV_GDSD,Turkmenistan,_T,OTHER,ALLAREA,FEMALE,1.0
2019,VC_VOV_GDSD,Turkmenistan,PWD,SEX,ALLAREA,FEMALE,0.3
2019,VC_VOV_GDSD,Turkmenistan,_T,SEX,ALLAREA,FEMALE,0.3
2019,VC_VOV_GDSD,Turkmenistan,_T,RELIGION,ALLAREA,FEMALE,0.2
2020,VC_VOV_GDSD,Republic of Korea,_T,DIS,ALLAREA,BOTHSEX,2.0
2020,VC_VOV_GDSD,Republic of Korea,_T,ETHCOLLANMIG,ALLAREA,BOTHSEX,1.6
2020,VC_VOV_GDSD,Republic of Korea,_T,POLVIEW,ALLAREA,BOTHSEX,6.8
2020,VC_VOV_GDSD,Republic of Korea,_T,GEO,URBAN,BOTHSEX,3.8
2020,VC_VOV_GDSD,Republic of Korea,_T,SEX,ALLAREA,BOTHSEX,11.8
2018,VC_VOV_GDSD,Kyrgyzstan,PWD,RELIGION,ALLAREA,FEMALE,2.2
2019,VC_VOV_GDSD,Turkmenistan,PD,RELIGION,ALLAREA,FEMALE,0.0
2019,VC_VOV_GDSD,Turkmenistan,_T,OTHER,URBAN,FEMALE,1.0
2019,VC_VOV_GDSD,Turkmenistan,_T,SEXO,ALLAREA,FEMALE,0.1
2019,VC_VOV_GDSD,Turkmenistan,PD,ETHI,ALLAREA,FEMALE,0.7
2019,VC_VOV_GDSD,Turkmenistan,PWD,SEXO,ALLAREA,FEMALE,0.1
2019,VC_VOV_GDSD,Turkmenistan,PWD,RELIGION,ALLAREA,FEMALE,0.2
2018,VC_VOV_GDSD,Kyrgyzstan,PD,OTHER,ALLAREA,FEMALE,1.4
2018,VC_VOV_GDSD,Kyrgyzstan,_T,ALL,URBAN,FEMALE,7.9
2018,VC_VOV_GDSD,Kyrgyzstan,PD,ETHI,ALLAREA,FEMALE,5.8
2018,VC_VOV_GDSD,Kyrgyzstan,PD,DIS,ALLAREA,FEMALE,7.9
2018,VC_VOV_GDSD,Kyrgyzstan,_T,ETHI,RURAL,FEMALE,3.6
2018,VC_VOV_GDSD,Kyrgyzstan,_T,SEX,RURAL,FEMALE,1.2
2019,VC_VOV_GDSD,Turkmenistan,_T,ETHI,ALLAREA,FEMALE,0.3
2019,VC_VOV_GDSD,Turkmenistan,PWD,DIS,ALLAREA,FEMALE,0.2
2019,VC_VOV_GDSD,Turkmenistan,PWD,ETHI,ALLAREA,FEMALE,0.3
2019,VC_VOV_GDSD,Turkmenistan,_T,AGE,URBAN,FEMALE,0.8
2019,VC_VOV_GDSD,Turkmenistan,_T,DIS,RURAL,FEMALE,0.4
2019,VC_VOV_GDSD,Turkmenistan,_T,DIS,ALLAREA,FEMALE,0.3
2018,VC_VOV_GDSD,Kyrgyzstan,_T,RELIGION,ALLAREA,FEMALE,2.1
2018,VC_VOV_GDSD,Kyrgyzstan,_T,SEXO,RURAL,FEMALE,0.3
2018,VC_VOV_GDSD,Kyrgyzstan,_T,RELIGION,URBAN,FEMALE,2.4
2018,VC_VOV_GDSD,Kyrgyzstan,PWD,DIS,ALLAREA,FEMALE,0.4
2018,VC_VOV_GDSD,Kyrgyzstan,_T,OTHER,URBAN,FEMALE,0.5
2018,VC_VOV_GDSD,Kyrgyzstan,PWD,SEX,ALLAREA,FEMALE,1.2
2019,VC_VOV_GDSD,Turkmenistan,_T,ALL,URBAN,FEMALE,2.6
2019,VC_VOV_GDSD,Turkmenistan,PWD,OTHER,ALLAREA,FEMALE,1.1
2019,VC_VOV_GDSD,Turkmenistan,PD,SEX,ALLAREA,FEMALE,0.0
2019,VC_VOV_GDSD,Turkmenistan,_T,DIS,URBAN,FEMALE,0.2
2019,VC_VOV_GDSD,Turkmenistan,PD,OTHER,ALLAREA,FEMALE,0.6
2019,VC_VOV_GDSD,Turkmenistan,_T,ALL,RURAL,FEMALE,2.6
2018,VC_VOV_GDSD,Kyrgyzstan,PWD,SEXO,ALLAREA,FEMALE,0.4
2018,VC_VOV_GDSD,Kyrgyzstan,_T,ALL,RURAL,FEMALE,7.6
2018,VC_VOV_GDSD,Kyrgyzstan,PWD,OTHER,ALLAREA,FEMALE,0.6
2018,VC_VOV_GDSD,Kyrgyzstan,_T,AGE,ALLAREA,FEMALE,2.7
2018,VC_VOV_GDSD,Kyrgyzstan,_T,AGE,RURAL,FEMALE,2.6
2018,VC_VOV_GDSD,Kyrgyzstan,PD,RELIGION,ALLAREA,FEMALE,4.5
2019,VC_VOV_GDSD,Turkmenistan,_T,AGE,RURAL,FEMALE,1.2
2019,VC_VOV_GDSD,Turkmenistan,_T,ETHI,RURAL,FEMALE,0.1
2019,VC_VOV_GDSD,Turkmenistan,_T,SEXO,URBAN,FEMALE,0.1
2019,VC_VOV_GDSD,Turkmenistan,_T,RELIGION,URBAN,FEMALE,0.3
2019,VC_VOV_GDSD,Turkmenistan,_T,AGE,ALLAREA,FEMALE,1.0
2019,VC_VOV_GDSD,Turkmenistan,_T,ALL,ALLAREA,FEMALE,2.6
2018,VC_VOV_GDSD,Kyrgyzstan,_T,RELIGION,RURAL,FEMALE,2.0
2018,VC_VOV_GDSD,Kyrgyzstan,_T,OTHER,RURAL,FEMALE,0.7
2018,VC_VOV_GDSD,Kyrgyzstan,_T,DIS,RURAL,FEMALE,0.5
2018,VC_VOV_GDSD,Kyrgyzstan,PWD,AGE,ALLAREA,FEMALE,2.5
2018,VC_VOV_GDSD,Kyrgyzstan,_T,DIS,ALLAREA,FEMALE,0.5
2018,VC_VOV_GDSD,Kyrgyzstan,_T,AGE,URBAN,FEMALE,2.7
2018,VC_VOV_GDSD,Kyrgyzstan,_T,OTHER,ALLAREA,FEMALE,0.6
2018,VC_VOV_GDSD,Kyrgyzstan,_T,SEXO,ALLAREA,FEMALE,0.4
2018,VC_VOV_GDSD,Kyrgyzstan,PD,SEX,ALLAREA,FEMALE,1.0
2018,VC_VOV_GDSD,Kyrgyzstan,_T,DIS,URBAN,FEMALE,0.5
2018,VC_VOV_GDSD,Kyrgyzstan,PD,ALL,ALLAREA,FEMALE,20.7
2018,VC_VOV_GDSD,Kyrgyzstan,PD,AGE,ALLAREA,FEMALE,5.4
2019,VC_VOV_GDSD,Turkmenistan,_T,SEX,URBAN,FEMALE,0.3
2019,VC_VOV_GDSD,Turkmenistan,PD,AGE,ALLAREA,FEMALE,2.8
2019,VC_VOV_GDSD,Turkmenistan,PD,SEXO,ALLAREA,FEMALE,0.0
2019,VC_VOV_GDSD,Turkmenistan,PD,ALL,ALLAREA,FEMALE,12.6
2019,VC_VOV_GDSD,Turkmenistan,PD,DIS,ALLAREA,FEMALE,11.9
2018,VC_VOV_GDSD,North Macedonia,PWD,ALL,ALLAREA,FEMALE,11.6
2018,VC_VOV_GDSD,Kyrgyzstan,_T,SEXO,URBAN,FEMALE,0.4
2018,VC_VOV_GDSD,Kyrgyzstan,_T,SEX,URBAN,FEMALE,1.2
2018,VC_VOV_GDSD,Kyrgyzstan,_T,SEX,ALLAREA,FEMALE,1.2
2018,VC_VOV_GDSD,Kyrgyzstan,_T,ETHI,ALLAREA,FEMALE,3.4
2018,VC_VOV_GDSD,Kyrgyzstan,_T,ETHI,URBAN,FEMALE,3.0
2018,VC_VOV_GDSD,Kyrgyzstan,PWD,ALL,ALLAREA,FEMALE,7.6
2018,VC_VOV_GDSD,North Macedonia,_T,ALL,ALLAREA,FEMALE,12.5
2018,VC_VOV_GDSD,North Macedonia,_T,SEX,RURAL,FEMALE,3.4
2018,VC_VOV_GDSD,North Macedonia,_T,OTHER,ALLAREA,FEMALE,1.7
2018,VC_VOV_GDSD,North Macedonia,PWD,OTHER,ALLAREA,FEMALE,1.3
2018,VC_VOV_GDSD,North Macedonia,_T,ETHI,ALLAREA,FEMALE,5.7
2018,VC_VOV_GDSD,North Macedonia,_T,ETHI,RURAL,FEMALE,3.4
2018,VC_VOV_GDSD,Republic of Moldova,_T,ALL,ALLAREA,MALE,26.6
2018,VC_VOV_GDSD,Republic of Moldova,_T,SOCIOECON,ALLAREA,BOTHSEX,23.0
2018,VC_VOV_GDSD,Republic of Moldova,_T,DIS,ALLAREA,BOTHSEX,8.0
2018,VC_VOV_GDSD,Republic of Moldova,_T,ETH,ALLAREA,BOTHSEX,13.0
2018,VC_VOV_GDSD,Republic of Moldova,_T,OTHER,ALLAREA,BOTHSEX,26.0
2018,VC_VOV_GDSD,Republic of Moldova,_T,SEX,ALLAREA,BOTHSEX,17.0
2018,VC_VOV_GDSD,Republic of Moldova,_T,ALL,URBAN,BOTHSEX,28.6
2018,VC_VOV_GDSD,Montenegro,_T,ALL,RURAL,BOTHSEX,3.85
2018,VC_VOV_GDSD,Montenegro,_T,OTHER,RURAL,BOTHSEX,1.0
2018,VC_VOV_GDSD,Montenegro,_T,SEXO,ALLAREA,BOTHSEX,0.15
2018,VC_VOV_GDSD,Montenegro,_T,ALL,ALLAREA,BOTHSEX,6.05
2018,VC_VOV_GDSD,Montenegro,_T,OTHER,URBAN,BOTHSEX,1.05
2018,VC_VOV_GDSD,Montenegro,_T,DIS,URBAN,BOTHSEX,0.4
2018,VC_VOV_GDSD,Montenegro,_T,RELIGION,RURAL,FEMALE,1.2
2018,VC_VOV_GDSD,Montenegro,_T,SEX,RURAL,FEMALE,0.8
2018,VC_VOV_GDSD,Montenegro,_T,ALL,URBAN,FEMALE,6.9
2018,VC_VOV_GDSD,Montenegro,_T,SEXO,URBAN,FEMALE,0.4
2018,VC_VOV_GDSD,Montenegro,_T,DIS,ALLAREA,BOTHSEX,0.4
2018,VC_VOV_GDSD,Montenegro,_T,SEXO,URBAN,BOTHSEX,0.25
2018,VC_VOV_GDSD,Montenegro,_T,AGE,URBAN,BOTHSEX,0.7
2018,VC_VOV_GDSD,Montenegro,_T,ALL,URBAN,BOTHSEX,7.05
2018,VC_VOV_GDSD,Montenegro,_T,ETHI,URBAN,BOTHSEX,3.25
2018,VC_VOV_GDSD,Montenegro,_T,SEX,URBAN,BOTHSEX,1.65
2018,VC_VOV_GDSD,Montenegro,_T,RELIGION,URBAN,BOTHSEX,2.65
2018,VC_VOV_GDSD,Montenegro,_T,SEXO,RURAL,BOTHSEX,0.05
2018,VC_VOV_GDSD,Montenegro,_T,OTHER,RURAL,FEMALE,0.5
2018,VC_VOV_GDSD,Montenegro,_T,SEX,ALLAREA,BOTHSEX,1.25
2018,VC_VOV_GDSD,Montenegro,_T,RELIGION,ALLAREA,BOTHSEX,2.25
2018,VC_VOV_GDSD,Montenegro,_T,DIS,ALLAREA,FEMALE,0.3
2018,VC_VOV_GDSD,Montenegro,_T,AGE,RURAL,MALE,0.6
2018,VC_VOV_GDSD,Montenegro,_T,SEXO,RURAL,FEMALE,0.1
2018,VC_VOV_GDSD,Montenegro,_T,AGE,URBAN,FEMALE,1.1
2018,VC_VOV_GDSD,Montenegro,_T,SEX,ALLAREA,FEMALE,2.5
2018,VC_VOV_GDSD,Montenegro,_T,ALL,ALLAREA,FEMALE,5.6
