Year,SeriesCode,Country,Age,Education level,Location,Quantile,Sex,Value
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Total or no breakdown,Male,98.9706
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,99.51089
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,52.68503
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,56.13375
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,38.17792
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,40.77423
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Total or no breakdown,Female,47.05782
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,34.38645
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,63.1377
2021,FB_BNK_ACCSS,Uzbekistan,15+,Total or no breakdown,Urban,Total or no breakdown,Both sexes,43.95631
2021,FB_BNK_ACCSS,Uzbekistan,15+,Total or no breakdown,All areas,Total or no breakdown,Male,50.23562
2021,FB_BNK_ACCSS,Uzbekistan,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,41.49514
2021,FB_BNK_ACCSS,Uzbekistan,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,44.13479
2021,FB_BNK_ACCSS,Uzbekistan,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,23.85137
2021,FB_BNK_ACCSS,Uzbekistan,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,52.0512
2021,FB_BNK_ACCSS,Uzbekistan,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,49.78697
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,60.60779
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Total or no breakdown,Male,58.82137
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,62.80296
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,58.8435
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,69.25803
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,37.58354
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Total or no breakdown,Male,63.17635
2021,FB_BNK_ACCSS,Hungary,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,92.9287
2021,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,88.21879
2021,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Total or no breakdown,Male,89.73231
2021,FB_BNK_ACCSS,Hungary,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,87.67455
2021,FB_BNK_ACCSS,Hungary,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,92.49277
2021,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,92.85042
2021,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Total or no breakdown,Female,86.87672
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,66.39485
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,47.50243
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,39.42069
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Total or no breakdown,Female,54.7418
2021,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,57.58056
2021,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,72.29466
2021,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,84.0131
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.65853
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,98.79784
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,96.31332
2014,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.23823
2014,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.2956
2014,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,98.95609
2014,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Total or no breakdown,Male,99.41924
2014,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,100.0
2014,FB_BNK_ACCSS,Netherlands (Kingdom of the),25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.32317
2014,FB_BNK_ACCSS,Netherlands (Kingdom of the),15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.14935
2014,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.52416
2014,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Total or no breakdown,Female,99.17636
2017,FB_BNK_ACCSS,Netherlands (Kingdom of the),15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,100.0
2017,FB_BNK_ACCSS,Netherlands (Kingdom of the),25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.57883
2021,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Total or no breakdown,Male,88.71289
2021,FB_BNK_ACCSS,Bosnia and Herzegovina,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,61.03016
2021,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Total or no breakdown,Female,70.36655
2021,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,90.08586
2021,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,79.3379
2021,FB_BNK_ACCSS,Bosnia and Herzegovina,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,82.97716
2011,FB_BNK_ACCSS,Bulgaria,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,25.68616
2017,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Total or no breakdown,Male,99.4387
2017,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,99.78854
2017,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Total or no breakdown,Female,99.8327
2017,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.53724
2017,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.63762
2017,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.61697
2017,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,100.0
2021,FB_BNK_ACCSS,Hungary,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,81.24547
2021,FB_BNK_ACCSS,Hungary,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,71.58274
2021,FB_BNK_ACCSS,Iceland,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,100.0
2021,FB_BNK_ACCSS,Iceland,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,100.0
2021,FB_BNK_ACCSS,Iceland,15+,Total or no breakdown,All areas,Total or no breakdown,Female,100.0
2021,FB_BNK_ACCSS,Iceland,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,100.0
2021,FB_BNK_ACCSS,Iceland,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,100.0
2011,FB_BNK_ACCSS,Bulgaria,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,54.06442
2011,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,52.8249
2011,FB_BNK_ACCSS,Bulgaria,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,68.09436
2011,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Total or no breakdown,Male,49.89768
2011,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,63.47037
2011,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,36.84069
2011,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Total or no breakdown,Female,55.45132
2011,FB_BNK_ACCSS,Bulgaria,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,45.23298
2014,FB_BNK_ACCSS,Bulgaria,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,67.27326
2014,FB_BNK_ACCSS,Bulgaria,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,32.13919
2014,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,49.36286
2014,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,72.06666
2014,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Total or no breakdown,Female,63.15971
2014,FB_BNK_ACCSS,Bulgaria,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,32.57098
2021,FB_BNK_ACCSS,Iceland,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,100.0
2021,FB_BNK_ACCSS,Iceland,15+,Total or no breakdown,All areas,Total or no breakdown,Male,100.0
2021,FB_BNK_ACCSS,Iceland,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,100.0
2021,FB_BNK_ACCSS,Iceland,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,100.0
2011,FB_BNK_ACCSS,India,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,59.14332
2011,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Total or no breakdown,Female,26.4905
2011,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,40.73002
2021,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,99.33163
2021,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Total or no breakdown,Male,100.0
2021,FB_BNK_ACCSS,Netherlands (Kingdom of the),25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,100.0
2021,FB_BNK_ACCSS,Netherlands (Kingdom of the),15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.17918
2021,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,100.0
2021,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.72137
2021,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.73317
2014,FB_BNK_ACCSS,Bulgaria,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,76.91273
2014,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,62.98683
2014,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Total or no breakdown,Male,62.79522
2017,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,72.20403
2017,FB_BNK_ACCSS,Bulgaria,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,84.53192
2017,FB_BNK_ACCSS,Bulgaria,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,43.4561
2017,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Total or no breakdown,Female,73.63686
2011,FB_BNK_ACCSS,India,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,27.30086
2011,FB_BNK_ACCSS,India,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,30.51492
2011,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,26.97145
2011,FB_BNK_ACCSS,India,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,38.02606
2011,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Total or no breakdown,Male,43.73708
2011,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,35.23184
2014,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Total or no breakdown,Male,62.76336
2017,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Total or no breakdown,Male,70.61954
2017,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,83.87878
2017,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,54.54768
2017,FB_BNK_ACCSS,Bulgaria,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,42.13523
2017,FB_BNK_ACCSS,Bulgaria,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,75.09938
2021,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,73.86662
2021,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,90.68571
2021,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Total or no breakdown,Male,83.58932
2021,FB_BNK_ACCSS,Bulgaria,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,88.61839
2021,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Total or no breakdown,Female,84.32458
2021,FB_BNK_ACCSS,Bulgaria,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,88.54467
2021,FB_BNK_ACCSS,Bulgaria,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,83.96652
2021,FB_BNK_ACCSS,Bulgaria,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,83.44953
2021,FB_BNK_ACCSS,Bulgaria,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,70.95366
2021,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Total or no breakdown,Female,99.47451
2021,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,Total or no breakdown,All areas,Richest 60%,Both sexes,100.0
2011,FB_BNK_ACCSS,New Zealand,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,100.0
2011,FB_BNK_ACCSS,New Zealand,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.66891
2011,FB_BNK_ACCSS,New Zealand,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.32154
2011,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.43673
2011,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Total or no breakdown,Female,99.4483
2011,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.47653
2011,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Total or no breakdown,Male,99.42394
2011,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,99.37694
2011,FB_BNK_ACCSS,New Zealand,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.60582
2014,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,99.36187
2014,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Total or no breakdown,Male,99.86443
2014,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Total or no breakdown,Female,99.22292
2011,FB_BNK_ACCSS,Belarus,15+,Total or no breakdown,All areas,Total or no breakdown,Male,59.24352
2011,FB_BNK_ACCSS,Belarus,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,67.39015
2011,FB_BNK_ACCSS,Belarus,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,13.71034
2011,FB_BNK_ACCSS,Belarus,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,58.60198
2011,FB_BNK_ACCSS,Belarus,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,50.41993
2011,FB_BNK_ACCSS,Belarus,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,64.04634
2011,FB_BNK_ACCSS,Belarus,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,62.25548
2014,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.63512
2014,FB_BNK_ACCSS,New Zealand,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.61402
2014,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.52554
2014,FB_BNK_ACCSS,New Zealand,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.75962
2014,FB_BNK_ACCSS,New Zealand,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.09734
2014,FB_BNK_ACCSS,New Zealand,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,97.18314
2017,FB_BNK_ACCSS,New Zealand,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.05418
2017,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.17844
2017,FB_BNK_ACCSS,New Zealand,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.80094
2017,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.31886
2017,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Total or no breakdown,Female,99.34078
2017,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Total or no breakdown,Male,98.99389
2017,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,98.96743
2017,FB_BNK_ACCSS,New Zealand,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,100.0
2017,FB_BNK_ACCSS,New Zealand,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,96.17598
2021,FB_BNK_ACCSS,New Zealand,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.53928
2021,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Total or no breakdown,Female,99.24375
2021,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,100.0
2021,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.75238
2021,FB_BNK_ACCSS,New Zealand,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.03327
2021,FB_BNK_ACCSS,New Zealand,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,94.46293
2014,FB_BNK_ACCSS,India,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,56.81198
2014,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,43.61068
2014,FB_BNK_ACCSS,India,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,43.2339
2014,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,59.48403
2014,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Total or no breakdown,Female,43.13261
2014,FB_BNK_ACCSS,India,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,64.26078
2014,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,53.14155
2021,FB_BNK_ACCSS,New Zealand,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,96.52834
2021,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,96.87486
2021,FB_BNK_ACCSS,New Zealand,15+,Total or no breakdown,All areas,Total or no breakdown,Male,98.23109
2014,FB_BNK_ACCSS,Norway,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,100.0
2014,FB_BNK_ACCSS,Norway,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,100.0
2014,FB_BNK_ACCSS,Norway,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,100.0
2014,FB_BNK_ACCSS,Norway,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,100.0
2014,FB_BNK_ACCSS,India,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,43.35341
2017,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,77.08295
2017,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,81.73543
2017,FB_BNK_ACCSS,India,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,71.40015
2017,FB_BNK_ACCSS,India,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,75.36954
2017,FB_BNK_ACCSS,India,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,83.08431
2017,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Total or no breakdown,Male,83.009
2017,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,79.87533
2017,FB_BNK_ACCSS,India,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,84.8762
2017,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Total or no breakdown,Female,76.63963
2021,FB_BNK_ACCSS,India,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,67.50193
2021,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,77.04771
2021,FB_BNK_ACCSS,India,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,81.30489
2021,FB_BNK_ACCSS,India,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,75.90453
2021,FB_BNK_ACCSS,India,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,78.25276
2021,FB_BNK_ACCSS,India,15+,Total or no breakdown,Urban,Total or no breakdown,Both sexes,77.83448
