Year,Poverty line,Country,Value
2005,$3.65 a day (2017 PPP) LMIC,Lithuania,4.4
2005,$6.85 a day (2017 PPP) UMIC,Lithuania,14.9
2006,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,1.5
2006,$3.65 a day (2017 PPP) LMIC,Lithuania,2.9
2006,$6.85 a day (2017 PPP) UMIC,Lithuania,8.7
2007,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,1.3
2007,$3.65 a day (2017 PPP) LMIC,Lithuania,1.9
2007,$6.85 a day (2017 PPP) UMIC,Lithuania,6.1
2008,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,1.4
2008,$3.65 a day (2017 PPP) LMIC,Lithuania,2.3
2008,$6.85 a day (2017 PPP) UMIC,Lithuania,5.3
2009,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,2.2
2009,$3.65 a day (2017 PPP) LMIC,Lithuania,4.3
2009,$6.85 a day (2017 PPP) UMIC,Lithuania,10.2
2010,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,1.5
2010,$3.65 a day (2017 PPP) LMIC,Lithuania,3.2
2010,$6.85 a day (2017 PPP) UMIC,Lithuania,10.4
2011,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,0.7
2011,$3.65 a day (2017 PPP) LMIC,Lithuania,1.6
2011,$6.85 a day (2017 PPP) UMIC,Lithuania,7.0
2012,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,0.9
2012,$3.65 a day (2017 PPP) LMIC,Lithuania,2.0
2012,$6.85 a day (2017 PPP) UMIC,Lithuania,7.0
2013,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,0.7
2013,$3.65 a day (2017 PPP) LMIC,Lithuania,2.0
2013,$6.85 a day (2017 PPP) UMIC,Lithuania,5.8
2014,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,1.3
2014,$3.65 a day (2017 PPP) LMIC,Lithuania,2.7
2014,$6.85 a day (2017 PPP) UMIC,Lithuania,6.3
2015,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,0.7
2015,$3.65 a day (2017 PPP) LMIC,Lithuania,1.4
2015,$6.85 a day (2017 PPP) UMIC,Lithuania,4.8
2016,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,1.3
2016,$3.65 a day (2017 PPP) LMIC,Lithuania,2.2
2016,$6.85 a day (2017 PPP) UMIC,Lithuania,4.9
2017,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,1.0
2017,$3.65 a day (2017 PPP) LMIC,Lithuania,1.5
2017,$6.85 a day (2017 PPP) UMIC,Lithuania,4.4
2018,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,0.9
2018,$3.65 a day (2017 PPP) LMIC,Lithuania,1.3
2018,$6.85 a day (2017 PPP) UMIC,Lithuania,2.9
2019,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,0.5
2019,$3.65 a day (2017 PPP) LMIC,Lithuania,0.7
2019,$6.85 a day (2017 PPP) UMIC,Lithuania,1.6
2020,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,0.2
2020,$3.65 a day (2017 PPP) LMIC,Lithuania,0.6
2020,$6.85 a day (2017 PPP) UMIC,Lithuania,1.6
1998,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.0
1998,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.0
1998,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.0
1999,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.0
1999,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.0
1999,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.0
2000,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.0
2000,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.0
2000,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.0
2001,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.0
2001,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.0
2001,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.0
2002,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.0
2002,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.0
2002,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.0
2003,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.1
2003,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.1
2003,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.5
2004,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.0
2004,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.0
2004,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.1
2005,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.0
2005,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.1
2005,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.1
2006,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.0
2006,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.0
2006,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.0
2007,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.0
2007,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.0
2007,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.0
2008,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.0
2008,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.0
2008,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.1
2009,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.0
2009,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.1
2009,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.2
2010,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.0
2010,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.0
2010,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.3
2011,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.1
2011,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.1
2011,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.2
2012,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.0
2012,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.1
2012,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.3
2013,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.1
2013,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.1
2013,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.3
2014,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.1
2014,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.2
2014,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.3
2015,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.3
2015,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.4
2015,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.7
2016,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.1
2016,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.1
2016,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.5
2017,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.3
2017,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.4
2017,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.9
2018,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.3
2018,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.4
2018,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.7
2019,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.1
2019,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.1
2019,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.3
2020,$2.15 a day (2017 PPP) dollar-a-day,Luxembourg,0.0
2020,$3.65 a day (2017 PPP) LMIC,Luxembourg,0.0
2020,$6.85 a day (2017 PPP) UMIC,Luxembourg,0.0
2006,$2.15 a day (2017 PPP) dollar-a-day,Malta,0.5
2006,$3.65 a day (2017 PPP) LMIC,Malta,0.6
2006,$6.85 a day (2017 PPP) UMIC,Malta,0.8
2007,$2.15 a day (2017 PPP) dollar-a-day,Malta,0.4
2007,$3.65 a day (2017 PPP) LMIC,Malta,0.7
2007,$6.85 a day (2017 PPP) UMIC,Malta,1.1
2008,$2.15 a day (2017 PPP) dollar-a-day,Malta,0.1
2008,$3.65 a day (2017 PPP) LMIC,Malta,0.2
2008,$6.85 a day (2017 PPP) UMIC,Malta,0.6
2009,$2.15 a day (2017 PPP) dollar-a-day,Malta,0.4
2009,$3.65 a day (2017 PPP) LMIC,Malta,0.5
2009,$6.85 a day (2017 PPP) UMIC,Malta,1.0
2010,$2.15 a day (2017 PPP) dollar-a-day,Malta,0.2
2010,$3.65 a day (2017 PPP) LMIC,Malta,0.3
2010,$6.85 a day (2017 PPP) UMIC,Malta,0.5
2011,$2.15 a day (2017 PPP) dollar-a-day,Malta,0.2
2011,$3.65 a day (2017 PPP) LMIC,Malta,0.4
2011,$6.85 a day (2017 PPP) UMIC,Malta,0.6
2012,$2.15 a day (2017 PPP) dollar-a-day,Malta,0.1
2012,$3.65 a day (2017 PPP) LMIC,Malta,0.3
2012,$6.85 a day (2017 PPP) UMIC,Malta,0.4
2013,$2.15 a day (2017 PPP) dollar-a-day,Malta,0.0
2013,$3.65 a day (2017 PPP) LMIC,Malta,0.0
2013,$6.85 a day (2017 PPP) UMIC,Malta,0.2
2014,$2.15 a day (2017 PPP) dollar-a-day,Malta,0.0
2014,$3.65 a day (2017 PPP) LMIC,Malta,0.0
2014,$6.85 a day (2017 PPP) UMIC,Malta,0.1
2015,$2.15 a day (2017 PPP) dollar-a-day,Malta,0.1
2015,$3.65 a day (2017 PPP) LMIC,Malta,0.1
2015,$6.85 a day (2017 PPP) UMIC,Malta,0.3
2016,$2.15 a day (2017 PPP) dollar-a-day,Malta,0.1
2016,$3.65 a day (2017 PPP) LMIC,Malta,0.2
2016,$6.85 a day (2017 PPP) UMIC,Malta,0.3
2017,$2.15 a day (2017 PPP) dollar-a-day,Malta,0.2
2017,$3.65 a day (2017 PPP) LMIC,Malta,0.2
2017,$6.85 a day (2017 PPP) UMIC,Malta,0.3
2018,$2.15 a day (2017 PPP) dollar-a-day,Malta,0.1
2018,$3.65 a day (2017 PPP) LMIC,Malta,0.2
2018,$6.85 a day (2017 PPP) UMIC,Malta,0.3
2019,$2.15 a day (2017 PPP) dollar-a-day,Malta,0.3
2019,$3.65 a day (2017 PPP) LMIC,Malta,0.4
2019,$6.85 a day (2017 PPP) UMIC,Malta,0.7
2020,$2.15 a day (2017 PPP) dollar-a-day,Malta,0.3
2020,$3.65 a day (2017 PPP) LMIC,Malta,0.7
2020,$6.85 a day (2017 PPP) UMIC,Malta,0.8
1999,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.2
1999,$3.65 a day (2017 PPP) LMIC,Netherlands,0.5
1999,$6.85 a day (2017 PPP) UMIC,Netherlands,0.7
2004,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.2
2004,$3.65 a day (2017 PPP) LMIC,Netherlands,0.4
2004,$6.85 a day (2017 PPP) UMIC,Netherlands,0.8
2005,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.1
2005,$3.65 a day (2017 PPP) LMIC,Netherlands,0.2
2005,$6.85 a day (2017 PPP) UMIC,Netherlands,0.5
2006,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.0
2006,$3.65 a day (2017 PPP) LMIC,Netherlands,0.1
2006,$6.85 a day (2017 PPP) UMIC,Netherlands,0.2
2007,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.0
2007,$3.65 a day (2017 PPP) LMIC,Netherlands,0.1
2007,$6.85 a day (2017 PPP) UMIC,Netherlands,0.4
2008,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.1
2008,$3.65 a day (2017 PPP) LMIC,Netherlands,0.2
2008,$6.85 a day (2017 PPP) UMIC,Netherlands,0.6
2009,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.1
2009,$3.65 a day (2017 PPP) LMIC,Netherlands,0.2
2009,$6.85 a day (2017 PPP) UMIC,Netherlands,0.4
2010,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.0
2010,$3.65 a day (2017 PPP) LMIC,Netherlands,0.1
2010,$6.85 a day (2017 PPP) UMIC,Netherlands,0.2
2011,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.1
2011,$3.65 a day (2017 PPP) LMIC,Netherlands,0.2
2011,$6.85 a day (2017 PPP) UMIC,Netherlands,0.4
2012,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.1
2012,$3.65 a day (2017 PPP) LMIC,Netherlands,0.1
2012,$6.85 a day (2017 PPP) UMIC,Netherlands,0.2
2013,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.1
2013,$3.65 a day (2017 PPP) LMIC,Netherlands,0.2
2013,$6.85 a day (2017 PPP) UMIC,Netherlands,0.3
2014,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.1
2014,$3.65 a day (2017 PPP) LMIC,Netherlands,0.2
2014,$6.85 a day (2017 PPP) UMIC,Netherlands,0.4
2015,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.1
2015,$3.65 a day (2017 PPP) LMIC,Netherlands,0.1
2015,$6.85 a day (2017 PPP) UMIC,Netherlands,0.4
2016,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.0
2016,$3.65 a day (2017 PPP) LMIC,Netherlands,0.2
2016,$6.85 a day (2017 PPP) UMIC,Netherlands,0.4
2017,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.2
2017,$3.65 a day (2017 PPP) LMIC,Netherlands,0.3
2017,$6.85 a day (2017 PPP) UMIC,Netherlands,0.4
2018,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.1
2018,$3.65 a day (2017 PPP) LMIC,Netherlands,0.2
2018,$6.85 a day (2017 PPP) UMIC,Netherlands,0.4
2019,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.1
2019,$3.65 a day (2017 PPP) LMIC,Netherlands,0.1
2019,$6.85 a day (2017 PPP) UMIC,Netherlands,0.4
2020,$2.15 a day (2017 PPP) dollar-a-day,Netherlands,0.0
2020,$3.65 a day (2017 PPP) LMIC,Netherlands,0.1
2020,$6.85 a day (2017 PPP) UMIC,Netherlands,0.2
2000,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.2
2000,$3.65 a day (2017 PPP) LMIC,Norway,0.2
2000,$6.85 a day (2017 PPP) UMIC,Norway,0.5
2003,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.2
2003,$3.65 a day (2017 PPP) LMIC,Norway,0.2
2003,$6.85 a day (2017 PPP) UMIC,Norway,0.4
2004,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.3
2004,$3.65 a day (2017 PPP) LMIC,Norway,0.3
2004,$6.85 a day (2017 PPP) UMIC,Norway,0.6
2005,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.2
2005,$3.65 a day (2017 PPP) LMIC,Norway,0.3
2005,$6.85 a day (2017 PPP) UMIC,Norway,0.5
2006,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.1
2006,$3.65 a day (2017 PPP) LMIC,Norway,0.3
2006,$6.85 a day (2017 PPP) UMIC,Norway,0.7
2007,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.1
2007,$3.65 a day (2017 PPP) LMIC,Norway,0.3
2007,$6.85 a day (2017 PPP) UMIC,Norway,0.5
2008,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.2
2008,$3.65 a day (2017 PPP) LMIC,Norway,0.3
2008,$6.85 a day (2017 PPP) UMIC,Norway,0.5
2009,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.1
2009,$3.65 a day (2017 PPP) LMIC,Norway,0.1
2009,$6.85 a day (2017 PPP) UMIC,Norway,0.3
2010,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.2
2010,$3.65 a day (2017 PPP) LMIC,Norway,0.2
2010,$6.85 a day (2017 PPP) UMIC,Norway,0.4
2011,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.1
2011,$3.65 a day (2017 PPP) LMIC,Norway,0.1
2011,$6.85 a day (2017 PPP) UMIC,Norway,0.3
2012,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.1
2012,$3.65 a day (2017 PPP) LMIC,Norway,0.2
2012,$6.85 a day (2017 PPP) UMIC,Norway,0.3
2013,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.1
2013,$3.65 a day (2017 PPP) LMIC,Norway,0.2
2013,$6.85 a day (2017 PPP) UMIC,Norway,0.4
2014,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.1
2014,$3.65 a day (2017 PPP) LMIC,Norway,0.1
2014,$6.85 a day (2017 PPP) UMIC,Norway,0.4
2015,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.2
2015,$3.65 a day (2017 PPP) LMIC,Norway,0.2
2015,$6.85 a day (2017 PPP) UMIC,Norway,0.4
2016,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.3
2016,$3.65 a day (2017 PPP) LMIC,Norway,0.4
2016,$6.85 a day (2017 PPP) UMIC,Norway,0.7
2017,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.3
2017,$3.65 a day (2017 PPP) LMIC,Norway,0.3
2017,$6.85 a day (2017 PPP) UMIC,Norway,0.6
2018,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.3
2018,$3.65 a day (2017 PPP) LMIC,Norway,0.3
2018,$6.85 a day (2017 PPP) UMIC,Norway,0.5
2019,$2.15 a day (2017 PPP) dollar-a-day,Norway,0.2
2019,$3.65 a day (2017 PPP) LMIC,Norway,0.3
2019,$6.85 a day (2017 PPP) UMIC,Norway,0.5
2004,$2.15 a day (2017 PPP) dollar-a-day,Poland,2.2
2004,$3.65 a day (2017 PPP) LMIC,Poland,5.0
2004,$6.85 a day (2017 PPP) UMIC,Poland,16.2
2005,$2.15 a day (2017 PPP) dollar-a-day,Poland,0.9
2005,$3.65 a day (2017 PPP) LMIC,Poland,2.8
2005,$6.85 a day (2017 PPP) UMIC,Poland,12.5
2006,$2.15 a day (2017 PPP) dollar-a-day,Poland,0.7
2006,$3.65 a day (2017 PPP) LMIC,Poland,1.8
2006,$6.85 a day (2017 PPP) UMIC,Poland,9.2
2007,$2.15 a day (2017 PPP) dollar-a-day,Poland,0.5
2007,$3.65 a day (2017 PPP) LMIC,Poland,1.3
2007,$6.85 a day (2017 PPP) UMIC,Poland,5.7
2008,$2.15 a day (2017 PPP) dollar-a-day,Poland,0.2
2008,$3.65 a day (2017 PPP) LMIC,Poland,0.7
2008,$6.85 a day (2017 PPP) UMIC,Poland,4.5
2009,$2.15 a day (2017 PPP) dollar-a-day,Poland,0.4
2009,$3.65 a day (2017 PPP) LMIC,Poland,0.9
2009,$6.85 a day (2017 PPP) UMIC,Poland,4.3
2010,$2.15 a day (2017 PPP) dollar-a-day,Poland,0.3
2010,$3.65 a day (2017 PPP) LMIC,Poland,1.1
2010,$6.85 a day (2017 PPP) UMIC,Poland,4.1
2011,$2.15 a day (2017 PPP) dollar-a-day,Poland,0.3
2011,$3.65 a day (2017 PPP) LMIC,Poland,0.9
2011,$6.85 a day (2017 PPP) UMIC,Poland,4.0
2012,$2.15 a day (2017 PPP) dollar-a-day,Poland,0.2
2012,$3.65 a day (2017 PPP) LMIC,Poland,0.7
2012,$6.85 a day (2017 PPP) UMIC,Poland,4.3
2013,$2.15 a day (2017 PPP) dollar-a-day,Poland,0.4
2013,$3.65 a day (2017 PPP) LMIC,Poland,0.9
2013,$6.85 a day (2017 PPP) UMIC,Poland,3.9
2014,$2.15 a day (2017 PPP) dollar-a-day,Poland,0.4
2014,$3.65 a day (2017 PPP) LMIC,Poland,1.1
2014,$6.85 a day (2017 PPP) UMIC,Poland,3.8
2015,$2.15 a day (2017 PPP) dollar-a-day,Poland,0.4
2015,$3.65 a day (2017 PPP) LMIC,Poland,0.9
2015,$6.85 a day (2017 PPP) UMIC,Poland,3.4
2016,$2.15 a day (2017 PPP) dollar-a-day,Poland,0.2
2016,$3.65 a day (2017 PPP) LMIC,Poland,0.6
2016,$6.85 a day (2017 PPP) UMIC,Poland,2.4
2017,$2.15 a day (2017 PPP) dollar-a-day,Poland,0.3
2017,$3.65 a day (2017 PPP) LMIC,Poland,0.6
2017,$6.85 a day (2017 PPP) UMIC,Poland,1.7
2018,$2.15 a day (2017 PPP) dollar-a-day,Poland,0.2
2018,$3.65 a day (2017 PPP) LMIC,Poland,0.4
2018,$6.85 a day (2017 PPP) UMIC,Poland,1.4
2019,$2.15 a day (2017 PPP) dollar-a-day,Poland,0.1
2019,$3.65 a day (2017 PPP) LMIC,Poland,0.2
2019,$6.85 a day (2017 PPP) UMIC,Poland,0.8
2003,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.9
2003,$3.65 a day (2017 PPP) LMIC,Portugal,1.5
2003,$6.85 a day (2017 PPP) UMIC,Portugal,4.0
2004,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.5
2004,$3.65 a day (2017 PPP) LMIC,Portugal,1.1
2004,$6.85 a day (2017 PPP) UMIC,Portugal,3.3
2005,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.5
2005,$3.65 a day (2017 PPP) LMIC,Portugal,1.1
2005,$6.85 a day (2017 PPP) UMIC,Portugal,3.3
2006,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.1
2006,$3.65 a day (2017 PPP) LMIC,Portugal,0.6
2006,$6.85 a day (2017 PPP) UMIC,Portugal,3.0
2007,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.3
2007,$3.65 a day (2017 PPP) LMIC,Portugal,0.9
2007,$6.85 a day (2017 PPP) UMIC,Portugal,2.2
2008,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.1
2008,$3.65 a day (2017 PPP) LMIC,Portugal,0.9
2008,$6.85 a day (2017 PPP) UMIC,Portugal,2.9
2009,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.2
2009,$3.65 a day (2017 PPP) LMIC,Portugal,0.5
2009,$6.85 a day (2017 PPP) UMIC,Portugal,2.3
2010,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.1
2010,$3.65 a day (2017 PPP) LMIC,Portugal,0.5
2010,$6.85 a day (2017 PPP) UMIC,Portugal,2.6
2011,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.5
2011,$3.65 a day (2017 PPP) LMIC,Portugal,0.9
2011,$6.85 a day (2017 PPP) UMIC,Portugal,3.7
2012,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.7
2012,$3.65 a day (2017 PPP) LMIC,Portugal,1.5
2012,$6.85 a day (2017 PPP) UMIC,Portugal,5.5
2013,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.9
2013,$3.65 a day (2017 PPP) LMIC,Portugal,1.8
2013,$6.85 a day (2017 PPP) UMIC,Portugal,5.4
2014,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.5
2014,$3.65 a day (2017 PPP) LMIC,Portugal,1.5
2014,$6.85 a day (2017 PPP) UMIC,Portugal,4.7
2015,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.5
2015,$3.65 a day (2017 PPP) LMIC,Portugal,1.2
2015,$6.85 a day (2017 PPP) UMIC,Portugal,3.6
2016,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.4
2016,$3.65 a day (2017 PPP) LMIC,Portugal,0.7
2016,$6.85 a day (2017 PPP) UMIC,Portugal,3.6
2017,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.4
2017,$3.65 a day (2017 PPP) LMIC,Portugal,0.7
2017,$6.85 a day (2017 PPP) UMIC,Portugal,2.3
2018,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.3
2018,$3.65 a day (2017 PPP) LMIC,Portugal,0.7
2018,$6.85 a day (2017 PPP) UMIC,Portugal,2.1
2019,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.1
2019,$3.65 a day (2017 PPP) LMIC,Portugal,0.2
2019,$6.85 a day (2017 PPP) UMIC,Portugal,1.5
2020,$2.15 a day (2017 PPP) dollar-a-day,Portugal,0.5
2020,$3.65 a day (2017 PPP) LMIC,Portugal,1.0
2020,$6.85 a day (2017 PPP) UMIC,Portugal,2.6
2006,$2.15 a day (2017 PPP) dollar-a-day,Romania,7.4
2006,$3.65 a day (2017 PPP) LMIC,Romania,18.0
2006,$6.85 a day (2017 PPP) UMIC,Romania,42.2
2007,$2.15 a day (2017 PPP) dollar-a-day,Romania,5.3
2007,$3.65 a day (2017 PPP) LMIC,Romania,13.9
2007,$6.85 a day (2017 PPP) UMIC,Romania,36.2
2008,$2.15 a day (2017 PPP) dollar-a-day,Romania,4.1
2008,$3.65 a day (2017 PPP) LMIC,Romania,10.3
2008,$6.85 a day (2017 PPP) UMIC,Romania,29.4
2009,$2.15 a day (2017 PPP) dollar-a-day,Romania,3.1
2009,$3.65 a day (2017 PPP) LMIC,Romania,9.9
2009,$6.85 a day (2017 PPP) UMIC,Romania,27.7
2010,$2.15 a day (2017 PPP) dollar-a-day,Romania,4.2
2010,$3.65 a day (2017 PPP) LMIC,Romania,11.0
2010,$6.85 a day (2017 PPP) UMIC,Romania,29.6
2011,$2.15 a day (2017 PPP) dollar-a-day,Romania,5.4
2011,$3.65 a day (2017 PPP) LMIC,Romania,12.6
2011,$6.85 a day (2017 PPP) UMIC,Romania,33.5
2012,$2.15 a day (2017 PPP) dollar-a-day,Romania,6.2
2012,$3.65 a day (2017 PPP) LMIC,Romania,12.8
2012,$6.85 a day (2017 PPP) UMIC,Romania,33.6
2013,$2.15 a day (2017 PPP) dollar-a-day,Romania,6.6
2013,$3.65 a day (2017 PPP) LMIC,Romania,15.1
2013,$6.85 a day (2017 PPP) UMIC,Romania,32.8
2014,$2.15 a day (2017 PPP) dollar-a-day,Romania,7.0
2014,$3.65 a day (2017 PPP) LMIC,Romania,13.9
2014,$6.85 a day (2017 PPP) UMIC,Romania,29.7
2015,$2.15 a day (2017 PPP) dollar-a-day,Romania,5.3
2015,$3.65 a day (2017 PPP) LMIC,Romania,12.2
2015,$6.85 a day (2017 PPP) UMIC,Romania,27.4
2016,$2.15 a day (2017 PPP) dollar-a-day,Romania,3.2
2016,$3.65 a day (2017 PPP) LMIC,Romania,8.9
2016,$6.85 a day (2017 PPP) UMIC,Romania,21.8
2017,$2.15 a day (2017 PPP) dollar-a-day,Romania,3.3
2017,$3.65 a day (2017 PPP) LMIC,Romania,6.7
2017,$6.85 a day (2017 PPP) UMIC,Romania,16.3
2018,$2.15 a day (2017 PPP) dollar-a-day,Romania,2.7
2018,$3.65 a day (2017 PPP) LMIC,Romania,5.7
2018,$6.85 a day (2017 PPP) UMIC,Romania,13.0
2019,$2.15 a day (2017 PPP) dollar-a-day,Romania,2.2
2019,$3.65 a day (2017 PPP) LMIC,Romania,4.7
2019,$6.85 a day (2017 PPP) UMIC,Romania,10.9
2020,$2.15 a day (2017 PPP) dollar-a-day,Romania,1.4
2020,$3.65 a day (2017 PPP) LMIC,Romania,3.9
2020,$6.85 a day (2017 PPP) UMIC,Romania,10.0
2004,$2.15 a day (2017 PPP) dollar-a-day,Slovak Republic,0.1
2004,$3.65 a day (2017 PPP) LMIC,Slovak Republic,1.0
2004,$6.85 a day (2017 PPP) UMIC,Slovak Republic,8.3
2005,$2.15 a day (2017 PPP) dollar-a-day,Slovak Republic,0.2
2005,$3.65 a day (2017 PPP) LMIC,Slovak Republic,0.9
