Year,SeriesCode,Country,Age,Sex,Type of occupation,Value
2010,SL_EMP_EARN,Belgium,,Female,isco08-9,11.97
2010,SL_EMP_EARN,Belgium,,Male,isco08-1,39.28
2010,SL_EMP_EARN,Belgium,,Female,isco08-1,31.49
2010,SL_EMP_EARN,Belgium,,Male,isco08-8,16.32
2010,SL_EMP_EARN,Belgium,,Male,isco08-5,15.28
2010,SL_EMP_EARN,Belgium,,Both sexes,isco08-4,16.95
2010,SL_EMP_EARN,Belgium,,Female,isco08-3,19.44
2010,SL_EMP_EARN,Belgium,,Both sexes,isco08-2,27.12
2010,SL_EMP_EARN,Belgium,,Both sexes,Total or no breakdown,18.92
2010,SL_EMP_EARN,Belgium,,Female,isco08-8,14.38
2010,SL_EMP_EARN,Belgium,,Male,isco08-4,17.28
2010,SL_EMP_EARN,Belgium,,Male,isco08-9,14.38
2010,SL_EMP_EARN,France,,Male,isco88-8,10.84
2010,SL_EMP_EARN,France,,Male,isco88-9,9.28
2010,SL_EMP_EARN,France,,Male,isco88-6,8.6
2010,SL_EMP_EARN,France,,Female,isco88-1,16.63
2010,SL_EMP_EARN,France,,Both sexes,isco88-5,8.92
2010,SL_EMP_EARN,France,,Female,isco88-6,8.26
2010,SL_EMP_EARN,France,,Both sexes,isco88-6,8.54
2010,SL_EMP_EARN,France,,Both sexes,isco88-8,10.59
2010,SL_EMP_EARN,France,,Both sexes,isco88-4,10.46
2010,SL_EMP_EARN,Colombia,,Male,isco08-3,4566.73
2010,SL_EMP_EARN,Colombia,,Both sexes,isco08-4,4498.49
2010,SL_EMP_EARN,Colombia,,Both sexes,isco08-6,2477.55
2010,SL_EMP_EARN,Colombia,,Both sexes,isco08-1,7828.99
2010,SL_EMP_EARN,Colombia,,Both sexes,isco08-7,3291.35
2010,SL_EMP_EARN,Colombia,,Both sexes,Total or no breakdown,4155.06
2010,SL_EMP_EARN,Colombia,,Both sexes,isco08-3,4514.36
2010,SL_EMP_EARN,Colombia,,Female,isco08-2,5857.7
2010,SL_EMP_EARN,France,,Female,isco88-3,12.8
2010,SL_EMP_EARN,France,,Female,isco88-7,8.89
2010,SL_EMP_EARN,France,,Female,isco88-5,8.65
2010,SL_EMP_EARN,France,,Female,isco88-0,9.94
2010,SL_EMP_EARN,France,,Female,isco88-9,8.75
2010,SL_EMP_EARN,France,,Female,isco88-2,16.69
2010,SL_EMP_EARN,France,,Female,isco88-8,9.53
2010,SL_EMP_EARN,France,,Male,Total or no breakdown,12.78
2010,SL_EMP_EARN,France,,Both sexes,isco88-3,12.91
2011,SL_EMP_EARN,Colombia,,Both sexes,isco08-3,4577.06
2011,SL_EMP_EARN,Colombia,,Both sexes,Total or no breakdown,4357.51
2011,SL_EMP_EARN,Colombia,,Both sexes,isco08-7,3498.01
2011,SL_EMP_EARN,Colombia,,Both sexes,isco08-1,8139.01
2011,SL_EMP_EARN,Colombia,,Both sexes,isco08-6,2703.47
2011,SL_EMP_EARN,Colombia,,Both sexes,isco08-4,4583.47
2011,SL_EMP_EARN,Colombia,,Male,isco08-3,4583.29
2011,SL_EMP_EARN,Colombia,,Both sexes,isco08-5,3982.9
2011,SL_EMP_EARN,Colombia,,Male,isco08-7,3631.41
2010,SL_EMP_EARN,France,,Both sexes,isco88-1,18.71
2010,SL_EMP_EARN,France,,Both sexes,isco88-2,17.63
2010,SL_EMP_EARN,France,,Both sexes,isco88-7,10.49
2010,SL_EMP_EARN,France,,Both sexes,isco88-0,12.76
2010,SL_EMP_EARN,France,,Female,isco88-4,10.34
2010,SL_EMP_EARN,France,,Male,isco88-0,13.16
2010,SL_EMP_EARN,France,,Male,isco88-1,20.19
2010,SL_EMP_EARN,France,,Male,isco88-3,13.02
2010,SL_EMP_EARN,France,,Male,isco88-2,18.38
2002,SL_EMP_EARN,Hungary,,Female,isco88-5,1.52
2002,SL_EMP_EARN,Hungary,,Female,isco88-8,1.82
2002,SL_EMP_EARN,Hungary,,Female,isco88-7,1.57
2002,SL_EMP_EARN,Hungary,,Female,isco88-X,1.52
2006,SL_EMP_EARN,Hungary,,Both sexes,Total or no breakdown,3.43
2006,SL_EMP_EARN,Hungary,,Male,isco88-3,4.23
2006,SL_EMP_EARN,Hungary,,Male,isco88-4,2.91
2010,SL_EMP_EARN,France,,Male,isco88-5,9.59
2010,SL_EMP_EARN,France,,Male,isco88-4,10.8
2010,SL_EMP_EARN,France,,Both sexes,Total or no breakdown,12.08
2011,SL_EMP_EARN,France,,Both sexes,isco08-0,13.4
2011,SL_EMP_EARN,France,,Both sexes,isco08-2,17.81
2011,SL_EMP_EARN,France,,Both sexes,isco08-1,18.29
2011,SL_EMP_EARN,France,,Both sexes,Total or no breakdown,12.3
2011,SL_EMP_EARN,France,,Both sexes,isco08-9,8.91
2011,SL_EMP_EARN,France,,Both sexes,isco08-4,10.75
2010,SL_EMP_EARN,Belgium,,Both sexes,isco08-5,14.39
2010,SL_EMP_EARN,Belgium,,Male,isco08-7,15.67
2010,SL_EMP_EARN,Belgium,,Both sexes,isco08-3,20.37
2010,SL_EMP_EARN,Belgium,,Female,isco08-7,13.72
2010,SL_EMP_EARN,Belgium,,Male,isco08-3,21.31
2010,SL_EMP_EARN,Belgium,,Male,isco08-2,28.27
2010,SL_EMP_EARN,Belgium,,Both sexes,isco08-9,13.01
2010,SL_EMP_EARN,Belgium,,Female,isco08-2,25.87
2010,SL_EMP_EARN,Belgium,,Female,Total or no breakdown,17.78
2010,SL_EMP_EARN,Belgium,,Male,Total or no breakdown,19.8
2010,SL_EMP_EARN,Belgium,,Both sexes,isco08-1,37.32
2010,SL_EMP_EARN,Belgium,,Both sexes,isco08-8,16.03
2006,SL_EMP_EARN,Hungary,,Male,isco88-7,2.78
2006,SL_EMP_EARN,Hungary,,Both sexes,isco88-0,7.03
2006,SL_EMP_EARN,Hungary,,Female,isco88-7,2.03
2006,SL_EMP_EARN,Hungary,,Female,isco88-8,2.31
2006,SL_EMP_EARN,Hungary,,Female,isco88-4,2.81
2006,SL_EMP_EARN,Hungary,,Female,isco88-2,4.49
2006,SL_EMP_EARN,Hungary,,Female,isco88-3,3.44
2006,SL_EMP_EARN,Hungary,,Male,Total or no breakdown,3.7
2006,SL_EMP_EARN,Hungary,,Male,isco88-1,7.65
2006,SL_EMP_EARN,Hungary,,Male,isco88-0,7.7
2006,SL_EMP_EARN,Hungary,,Male,isco88-2,6.16
2006,SL_EMP_EARN,Hungary,,Female,isco88-0,5.57
2006,SL_EMP_EARN,Hungary,,Both sexes,isco88-9,1.99
2006,SL_EMP_EARN,Hungary,,Female,Total or no breakdown,3.16
2006,SL_EMP_EARN,Hungary,,Both sexes,isco88-7,2.63
2006,SL_EMP_EARN,Hungary,,Male,isco88-8,2.93
2006,SL_EMP_EARN,Hungary,,Male,isco88-5,2.2
2006,SL_EMP_EARN,Hungary,,Male,isco88-6,2.01
2006,SL_EMP_EARN,Hungary,,Male,isco88-9,2.0
2006,SL_EMP_EARN,Hungary,,Both sexes,isco88-8,2.76
2006,SL_EMP_EARN,Hungary,,Both sexes,isco88-5,2.15
2006,SL_EMP_EARN,Hungary,,Both sexes,isco88-6,1.95
2006,SL_EMP_EARN,Hungary,,Both sexes,isco88-4,2.84
2006,SL_EMP_EARN,Hungary,,Both sexes,isco88-3,3.7
2006,SL_EMP_EARN,Hungary,,Both sexes,isco88-2,5.11
2006,SL_EMP_EARN,Hungary,,Both sexes,isco88-1,6.95
2006,SL_EMP_EARN,Hungary,,Female,isco88-9,1.98
2006,SL_EMP_EARN,Hungary,,Female,isco88-6,1.79
2006,SL_EMP_EARN,Hungary,,Female,isco88-1,5.88
2006,SL_EMP_EARN,Hungary,,Female,isco88-5,2.12
2010,SL_EMP_EARN,Hungary,,Both sexes,isco08-9,2.47
2010,SL_EMP_EARN,Hungary,,Both sexes,isco08-7,3.43
2010,SL_EMP_EARN,Hungary,,Female,isco08-6,2.54
2010,SL_EMP_EARN,Hungary,,Female,isco08-7,2.64
2010,SL_EMP_EARN,Hungary,,Female,isco08-5,2.83
2010,SL_EMP_EARN,Hungary,,Female,isco08-2,5.53
2010,SL_EMP_EARN,Hungary,,Both sexes,isco08-8,3.56
2010,SL_EMP_EARN,Hungary,,Female,isco08-4,3.93
2010,SL_EMP_EARN,Hungary,,Male,isco08-5,3.01
2010,SL_EMP_EARN,Hungary,,Male,isco08-4,4.13
2010,SL_EMP_EARN,Hungary,,Male,isco08-8,3.71
2010,SL_EMP_EARN,Hungary,,Male,isco08-6,2.58
2010,SL_EMP_EARN,Hungary,,Both sexes,Total or no breakdown,4.49
2010,SL_EMP_EARN,Hungary,,Both sexes,isco08-4,4.01
2010,SL_EMP_EARN,Hungary,,Both sexes,isco08-3,4.73
2010,SL_EMP_EARN,Hungary,,Both sexes,isco08-5,2.89
2010,SL_EMP_EARN,Hungary,,Both sexes,isco08-1,9.73
2010,SL_EMP_EARN,Hungary,,Female,Total or no breakdown,4.04
2010,SL_EMP_EARN,Hungary,,Both sexes,isco08-6,2.57
2010,SL_EMP_EARN,Hungary,,Female,isco08-1,7.76
2010,SL_EMP_EARN,Hungary,,Female,isco08-3,4.34
2010,SL_EMP_EARN,Hungary,,Both sexes,isco08-2,6.5
2010,SL_EMP_EARN,Hungary,,Male,isco08-3,5.33
2010,SL_EMP_EARN,Hungary,,Male,isco08-7,3.65
2014,SL_EMP_EARN,Belgium,,Male,isco08-1,39.89
2014,SL_EMP_EARN,Belgium,,Female,isco08-1,34.45
2014,SL_EMP_EARN,Belgium,,Both sexes,isco08-9,14.04
2014,SL_EMP_EARN,Belgium,,Female,isco08-3,20.32
2014,SL_EMP_EARN,Belgium,,Male,Total or no breakdown,20.49
2014,SL_EMP_EARN,Belgium,,Male,isco08-9,14.3
2011,SL_EMP_EARN,Colombia,,Male,isco08-8,3026.71
2011,SL_EMP_EARN,Colombia,,Female,isco08-6,3635.74
2011,SL_EMP_EARN,Colombia,,Female,isco08-7,3011.7
2011,SL_EMP_EARN,Colombia,,Female,isco08-8,2828.98
2011,SL_EMP_EARN,Colombia,,Both sexes,isco08-X,13476.45
2011,SL_EMP_EARN,Colombia,,Both sexes,isco08-8,2998.6
2011,SL_EMP_EARN,Colombia,,Female,Total or no breakdown,4531.16
2011,SL_EMP_EARN,Colombia,,Both sexes,isco08-9,2876.75
2011,SL_EMP_EARN,Colombia,,Female,isco08-3,4568.52
2014,SL_EMP_EARN,Belgium,,Both sexes,isco08-8,16.66
2014,SL_EMP_EARN,Belgium,,Male,isco08-4,17.4
2014,SL_EMP_EARN,Belgium,,Female,isco08-2,27.65
2014,SL_EMP_EARN,Belgium,,Both sexes,isco08-4,17.44
2014,SL_EMP_EARN,Belgium,,Female,isco08-7,15.22
2014,SL_EMP_EARN,Belgium,,Male,isco08-7,16.03
2011,SL_EMP_EARN,Colombia,,Female,isco08-1,8997.4
2011,SL_EMP_EARN,Colombia,,Female,isco08-4,4537.7
2011,SL_EMP_EARN,Colombia,,Both sexes,isco08-2,6687.42
2011,SL_EMP_EARN,Colombia,,Female,isco08-2,6229.66
2011,SL_EMP_EARN,Colombia,,Female,isco08-5,3658.04
2011,SL_EMP_EARN,Colombia,,Male,isco08-5,4652.67
2011,SL_EMP_EARN,Colombia,,Male,isco08-6,2603.7
2011,SL_EMP_EARN,Colombia,,Male,isco08-4,4643.12
2011,SL_EMP_EARN,Colombia,,Male,isco08-2,7227.34
2014,SL_EMP_EARN,Belgium,,Both sexes,isco08-5,15.2
2014,SL_EMP_EARN,Belgium,,Female,isco08-4,17.47
2014,SL_EMP_EARN,Belgium,,Both sexes,isco08-3,20.93
2014,SL_EMP_EARN,Belgium,,Female,Total or no breakdown,19.15
2014,SL_EMP_EARN,Belgium,,Both sexes,isco08-1,38.63
2014,SL_EMP_EARN,Belgium,,Female,isco08-8,15.96
2014,SL_EMP_EARN,Belgium,,Male,isco08-3,21.54
2014,SL_EMP_EARN,Belgium,,Female,isco08-9,13.82
2014,SL_EMP_EARN,Belgium,,Both sexes,Total or no breakdown,19.9
2014,SL_EMP_EARN,Belgium,,Male,isco08-2,28.28
2014,SL_EMP_EARN,Belgium,,Both sexes,isco08-2,28.01
2014,SL_EMP_EARN,Belgium,,Female,isco08-5,15.3
2014,SL_EMP_EARN,Belgium,,Both sexes,isco08-7,15.98
2014,SL_EMP_EARN,Belgium,,Male,isco08-5,14.99
2014,SL_EMP_EARN,Belgium,,Male,isco08-8,16.79
2015,SL_EMP_EARN,Belgium,,Male,Total or no breakdown,19.89
2015,SL_EMP_EARN,Belgium,,Both sexes,Total or no breakdown,19.11
2015,SL_EMP_EARN,Belgium,,Male,isco08-2,26.32
2010,SL_EMP_EARN,Hungary,,Male,isco08-9,2.56
2010,SL_EMP_EARN,Hungary,,Female,isco08-8,2.96
2010,SL_EMP_EARN,Hungary,,Female,isco08-9,2.4
2010,SL_EMP_EARN,Hungary,,Male,isco08-1,11.04
2010,SL_EMP_EARN,Hungary,,Male,isco08-2,7.96
2010,SL_EMP_EARN,Hungary,,Male,Total or no breakdown,4.91
2011,SL_EMP_EARN,Colombia,,Male,Total or no breakdown,4236.12
2011,SL_EMP_EARN,Colombia,,Female,isco08-9,2864.36
2011,SL_EMP_EARN,Colombia,,Male,isco08-1,7446.11
2011,SL_EMP_EARN,Colombia,,Male,isco08-9,2885.63
2012,SL_EMP_EARN,Colombia,,Female,isco08-7,3316.58
2012,SL_EMP_EARN,Colombia,,Female,isco08-8,2987.16
2012,SL_EMP_EARN,Colombia,,Female,isco08-5,3860.5
2012,SL_EMP_EARN,Colombia,,Male,isco08-6,2689.34
2012,SL_EMP_EARN,Colombia,,Male,isco08-5,4820.7
2012,SL_EMP_EARN,Colombia,,Both sexes,isco08-5,4169.76
2012,SL_EMP_EARN,Colombia,,Male,isco08-3,4926.14
2012,SL_EMP_EARN,Colombia,,Both sexes,isco08-4,5003.77
2012,SL_EMP_EARN,Colombia,,Both sexes,isco08-6,2665.04
2012,SL_EMP_EARN,Colombia,,Both sexes,isco08-1,8280.2
2012,SL_EMP_EARN,Colombia,,Both sexes,isco08-7,3669.09
2012,SL_EMP_EARN,Colombia,,Both sexes,isco08-8,3210.2
2012,SL_EMP_EARN,Colombia,,Both sexes,isco08-X,5443.94
2012,SL_EMP_EARN,Colombia,,Male,isco08-8,3248.42
2012,SL_EMP_EARN,Colombia,,Male,isco08-7,3766.83
2012,SL_EMP_EARN,Colombia,,Male,isco08-9,3214.02
2012,SL_EMP_EARN,Colombia,,Male,isco08-1,7399.2
2012,SL_EMP_EARN,Colombia,,Female,isco08-9,3161.97
2012,SL_EMP_EARN,Colombia,,Female,isco08-6,2383.47
2012,SL_EMP_EARN,Colombia,,Male,isco08-2,7791.48
2012,SL_EMP_EARN,Colombia,,Male,Total or no breakdown,4490.92
2012,SL_EMP_EARN,Colombia,,Male,isco08-4,5219.47
2012,SL_EMP_EARN,Colombia,,Both sexes,Total or no breakdown,4619.31
2015,SL_EMP_EARN,Belgium,,Both sexes,isco08-9,13.52
2015,SL_EMP_EARN,Belgium,,Female,isco08-5,13.15
2015,SL_EMP_EARN,Belgium,,Both sexes,isco08-3,20.26
2015,SL_EMP_EARN,Belgium,,Both sexes,isco08-2,25.48
2015,SL_EMP_EARN,Belgium,,Male,isco08-8,16.11
2015,SL_EMP_EARN,Belgium,,Both sexes,isco08-7,15.31
2014,SL_EMP_EARN,Hungary,,Both sexes,isco08-3,1494.59
2014,SL_EMP_EARN,Hungary,,Both sexes,isco08-4,1296.97
2014,SL_EMP_EARN,Hungary,,Both sexes,Total or no breakdown,1433.5
2014,SL_EMP_EARN,Hungary,,Male,isco08-5,1061.12
2014,SL_EMP_EARN,Hungary,,Male,isco08-4,1375.88
2014,SL_EMP_EARN,Hungary,,Both sexes,isco08-8,1085.46
2011,SL_EMP_EARN,France,,Both sexes,isco08-3,12.8
2011,SL_EMP_EARN,France,,Both sexes,isco08-6,8.89
2011,SL_EMP_EARN,France,,Male,isco08-0,13.84
2011,SL_EMP_EARN,France,,Male,Total or no breakdown,12.94
2011,SL_EMP_EARN,France,,Female,isco08-3,12.55
2011,SL_EMP_EARN,France,,Female,isco08-8,9.57
2011,SL_EMP_EARN,France,,Female,isco08-9,8.86
2011,SL_EMP_EARN,France,,Female,isco08-6,10.3
2011,SL_EMP_EARN,France,,Female,isco08-7,9.33
2011,SL_EMP_EARN,France,,Female,isco08-4,10.63
2011,SL_EMP_EARN,France,,Both sexes,isco08-8,10.6
2011,SL_EMP_EARN,France,,Both sexes,isco08-7,10.28
2011,SL_EMP_EARN,France,,Both sexes,isco08-5,9.06
2011,SL_EMP_EARN,France,,Male,isco08-9,8.98
2011,SL_EMP_EARN,France,,Male,isco08-3,13.0
2011,SL_EMP_EARN,France,,Male,isco08-8,10.8
2011,SL_EMP_EARN,France,,Male,isco08-1,19.0
2011,SL_EMP_EARN,France,,Male,isco08-4,11.05
2011,SL_EMP_EARN,France,,Male,isco08-6,8.61
2011,SL_EMP_EARN,France,,Male,isco08-5,9.82
2011,SL_EMP_EARN,France,,Male,isco08-7,10.36
2011,SL_EMP_EARN,France,,Male,isco08-2,18.65
2011,SL_EMP_EARN,France,,Female,Total or no breakdown,11.63
2011,SL_EMP_EARN,France,,Female,isco08-1,17.27
2011,SL_EMP_EARN,France,,Female,isco08-2,16.89
2011,SL_EMP_EARN,France,,Female,isco08-5,8.76
2011,SL_EMP_EARN,France,,Female,isco08-0,9.97
2012,SL_EMP_EARN,France,,Female,isco08-4,10.66
2012,SL_EMP_EARN,France,,Female,isco08-7,9.39
2012,SL_EMP_EARN,France,,Female,isco08-6,8.11
2012,SL_EMP_EARN,France,,Female,isco08-8,9.94
2012,SL_EMP_EARN,France,,Female,isco08-9,9.05
2012,SL_EMP_EARN,France,,Female,isco08-3,12.84
2012,SL_EMP_EARN,France,,Male,Total or no breakdown,13.38
2012,SL_EMP_EARN,France,,Male,isco08-0,14.32
2012,SL_EMP_EARN,France,,Both sexes,isco08-6,9.19
2014,SL_EMP_EARN,Hungary,,Female,isco08-9,855.42
2014,SL_EMP_EARN,Hungary,,Female,isco08-5,867.08
2014,SL_EMP_EARN,Hungary,,Female,isco08-4,1276.15
2014,SL_EMP_EARN,Hungary,,Female,isco08-6,858.76
2014,SL_EMP_EARN,Hungary,,Female,isco08-8,942.39
2014,SL_EMP_EARN,Hungary,,Male,isco08-2,2468.44
2014,SL_EMP_EARN,Hungary,,Female,Total or no breakdown,1311.32
2014,SL_EMP_EARN,Hungary,,Both sexes,isco08-7,1068.47
2014,SL_EMP_EARN,Hungary,,Both sexes,isco08-9,880.8
2014,SL_EMP_EARN,Hungary,,Both sexes,isco08-2,2075.33
2014,SL_EMP_EARN,Hungary,,Both sexes,isco08-1,3059.92
2014,SL_EMP_EARN,Hungary,,Both sexes,isco08-5,970.49
2014,SL_EMP_EARN,Hungary,,Male,isco08-6,1039.99
2014,SL_EMP_EARN,Hungary,,Male,Total or no breakdown,1544.89
2014,SL_EMP_EARN,Hungary,,Male,isco08-1,3552.53
2014,SL_EMP_EARN,Hungary,,Female,isco08-7,930.9
2014,SL_EMP_EARN,Hungary,,Male,isco08-9,905.34
2014,SL_EMP_EARN,Hungary,,Male,isco08-7,1132.26
2014,SL_EMP_EARN,Hungary,,Male,isco08-3,1782.2
2014,SL_EMP_EARN,Hungary,,Male,isco08-8,1136.24
2014,SL_EMP_EARN,Hungary,,Both sexes,isco08-6,979.6
2014,SL_EMP_EARN,Hungary,,Female,isco08-2,1790.47
2014,SL_EMP_EARN,Hungary,,Female,isco08-3,1333.97
2014,SL_EMP_EARN,Hungary,,Female,isco08-1,2356.15
2018,SL_EMP_EARN,Hungary,,Both sexes,isco08-6,1163.0
2018,SL_EMP_EARN,Hungary,,Both sexes,isco08-8,1385.0
2018,SL_EMP_EARN,Hungary,,Male,isco08-4,1855.0
2018,SL_EMP_EARN,Hungary,,Male,isco08-5,1234.0
2018,SL_EMP_EARN,Hungary,,Male,isco08-6,1161.0
2018,SL_EMP_EARN,Hungary,,Both sexes,Total or no breakdown,1744.0
2018,SL_EMP_EARN,Hungary,,Both sexes,isco08-9,1011.0
2018,SL_EMP_EARN,Hungary,,Both sexes,isco08-7,1498.0
2018,SL_EMP_EARN,Hungary,,Female,Total or no breakdown,1607.0
2018,SL_EMP_EARN,Hungary,,Male,isco08-9,1065.0
2018,SL_EMP_EARN,Hungary,,Female,isco08-8,1263.0
2018,SL_EMP_EARN,Hungary,,Female,isco08-7,1262.0
2018,SL_EMP_EARN,Hungary,,Female,isco08-6,1167.0
2018,SL_EMP_EARN,Hungary,,Female,isco08-4,1522.0
2018,SL_EMP_EARN,Hungary,,Female,isco08-5,1184.0
2018,SL_EMP_EARN,Hungary,,Both sexes,isco08-1,3518.0
2018,SL_EMP_EARN,Hungary,,Both sexes,isco08-2,2488.0
2018,SL_EMP_EARN,Hungary,,Female,isco08-0,2851.0
2018,SL_EMP_EARN,Hungary,,Female,isco08-1,2950.0
2018,SL_EMP_EARN,Hungary,,Female,isco08-3,1655.0
2018,SL_EMP_EARN,Hungary,,Female,isco08-2,2150.0
2018,SL_EMP_EARN,Hungary,,Male,isco08-8,1426.0
2018,SL_EMP_EARN,Hungary,,Male,isco08-2,2954.0
2018,SL_EMP_EARN,Hungary,,Male,isco08-3,2089.0
2018,SL_EMP_EARN,Hungary,,Male,isco08-7,1533.0
2018,SL_EMP_EARN,Hungary,,Female,isco08-9,963.0
2018,SL_EMP_EARN,Hungary,,Male,isco08-1,3971.0
2018,SL_EMP_EARN,Hungary,,Male,isco08-0,2717.0
2018,SL_EMP_EARN,Hungary,,Male,Total or no breakdown,1874.0
2018,SL_EMP_EARN,Hungary,,Both sexes,isco08-3,1808.0
2012,SL_EMP_EARN,France,,Both sexes,isco08-3,13.34
2012,SL_EMP_EARN,France,,Both sexes,isco08-4,10.74
2012,SL_EMP_EARN,France,,Both sexes,isco08-9,9.13
2012,SL_EMP_EARN,France,,Both sexes,isco08-1,18.87
2012,SL_EMP_EARN,France,,Both sexes,isco08-2,17.69
2012,SL_EMP_EARN,France,,Both sexes,Total or no breakdown,12.59
2012,SL_EMP_EARN,France,,Both sexes,isco08-0,13.84
2012,SL_EMP_EARN,France,,Female,isco08-0,10.11
2012,SL_EMP_EARN,France,,Female,isco08-5,9.03
2012,SL_EMP_EARN,France,,Female,isco08-2,16.35
2012,SL_EMP_EARN,France,,Female,isco08-1,17.35
2012,SL_EMP_EARN,France,,Female,Total or no breakdown,11.75
2012,SL_EMP_EARN,France,,Male,isco08-2,18.96
2012,SL_EMP_EARN,France,,Male,isco08-7,10.64
2012,SL_EMP_EARN,France,,Male,isco08-5,10.16
2012,SL_EMP_EARN,France,,Male,isco08-6,9.39
2012,SL_EMP_EARN,France,,Male,isco08-1,19.89
2012,SL_EMP_EARN,France,,Male,isco08-4,10.94
2012,SL_EMP_EARN,France,,Male,isco08-3,13.77
2012,SL_EMP_EARN,France,,Male,isco08-8,11.09
2012,SL_EMP_EARN,France,,Male,isco08-9,9.23
2012,SL_EMP_EARN,France,,Both sexes,isco08-5,9.36
2012,SL_EMP_EARN,France,,Both sexes,isco08-7,10.53
2012,SL_EMP_EARN,France,,Both sexes,isco08-8,10.9
2013,SL_EMP_EARN,France,,Both sexes,isco08-3,13.91
2013,SL_EMP_EARN,France,,Both sexes,isco08-6,9.04
2013,SL_EMP_EARN,France,,Both sexes,isco08-5,10.04
2018,SL_EMP_EARN,Hungary,,Both sexes,isco08-4,1620.0
2018,SL_EMP_EARN,Hungary,,Both sexes,isco08-5,1204.0
2018,SL_EMP_EARN,Hungary,,Both sexes,isco08-0,2741.0
2019,SL_EMP_EARN,Hungary,,Male,isco08-5,1822.5
2019,SL_EMP_EARN,Hungary,,Male,Total or no breakdown,2298.62
2019,SL_EMP_EARN,Hungary,,Male,isco08-0,2937.84
2013,SL_EMP_EARN,France,,Both sexes,isco08-X,15.33
2013,SL_EMP_EARN,France,,Male,isco08-9,9.87
2013,SL_EMP_EARN,France,,Male,isco08-8,11.58
2013,SL_EMP_EARN,France,,Male,isco08-X,13.76
2013,SL_EMP_EARN,France,,Male,isco08-3,14.51
2013,SL_EMP_EARN,France,,Female,isco08-X,16.64
2013,SL_EMP_EARN,France,,Female,isco08-6,8.46
2013,SL_EMP_EARN,France,,Female,isco08-7,9.91
2013,SL_EMP_EARN,France,,Female,isco08-8,10.3
2019,SL_EMP_EARN,Hungary,,Both sexes,isco08-7,1846.89
2019,SL_EMP_EARN,Hungary,,Both sexes,isco08-6,1425.96
2019,SL_EMP_EARN,Hungary,,Female,isco08-3,1983.56
2019,SL_EMP_EARN,Hungary,,Both sexes,isco08-2,2894.17
2019,SL_EMP_EARN,Hungary,,Both sexes,isco08-1,4104.0
2019,SL_EMP_EARN,Hungary,,Both sexes,isco08-0,3065.11
2019,SL_EMP_EARN,Hungary,,Both sexes,isco08-5,1659.33
2019,SL_EMP_EARN,Hungary,,Female,isco08-6,1284.9
2019,SL_EMP_EARN,Hungary,,Female,isco08-7,1406.71
2019,SL_EMP_EARN,Hungary,,Female,isco08-8,1669.9
2019,SL_EMP_EARN,Hungary,,Male,isco08-9,1200.67
2019,SL_EMP_EARN,Hungary,,Male,isco08-8,1885.39
2019,SL_EMP_EARN,Hungary,,Male,isco08-3,2607.55
2019,SL_EMP_EARN,Hungary,,Both sexes,isco08-9,1116.22
2019,SL_EMP_EARN,Hungary,,Both sexes,isco08-4,1881.51
2019,SL_EMP_EARN,Hungary,,Both sexes,isco08-3,2221.95
2019,SL_EMP_EARN,Hungary,,Both sexes,Total or no breakdown,2117.7
2019,SL_EMP_EARN,Hungary,,Male,isco08-6,1474.81
2019,SL_EMP_EARN,Hungary,,Male,isco08-1,4591.94
2019,SL_EMP_EARN,Hungary,,Female,isco08-9,1030.65
2019,SL_EMP_EARN,Hungary,,Female,isco08-5,1498.94
2019,SL_EMP_EARN,Hungary,,Female,isco08-4,1831.58
2019,SL_EMP_EARN,Hungary,,Male,isco08-7,1891.75
2019,SL_EMP_EARN,Hungary,,Male,isco08-2,3503.01
2013,SL_EMP_EARN,France,,Female,isco08-4,11.05
2013,SL_EMP_EARN,France,,Female,Total or no breakdown,12.27
2013,SL_EMP_EARN,France,,Female,isco08-2,17.55
2013,SL_EMP_EARN,France,,Female,isco08-5,9.45
2013,SL_EMP_EARN,France,,Both sexes,isco08-7,10.81
2013,SL_EMP_EARN,France,,Both sexes,isco08-9,9.6
2013,SL_EMP_EARN,France,,Both sexes,isco08-0,13.88
2013,SL_EMP_EARN,France,,Both sexes,Total or no breakdown,13.16
2013,SL_EMP_EARN,France,,Both sexes,isco08-2,18.4
2019,SL_EMP_EARN,Hungary,,Male,isco08-4,2034.17
2019,SL_EMP_EARN,Hungary,,Both sexes,isco08-8,1837.61
2019,SL_EMP_EARN,Hungary,,Female,isco08-2,2430.01
2019,SL_EMP_EARN,Hungary,,Female,isco08-1,3460.56
2019,SL_EMP_EARN,Hungary,,Female,isco08-0,3753.85
2019,SL_EMP_EARN,Hungary,,Female,Total or no breakdown,1906.27
2020,SL_EMP_EARN,Hungary,,Male,isco08-4,2315.0
2020,SL_EMP_EARN,Hungary,,Male,isco08-3,2918.0
2020,SL_EMP_EARN,Hungary,,Male,isco08-2,4005.0
2020,SL_EMP_EARN,Hungary,,Both sexes,isco08-3,2516.0
2020,SL_EMP_EARN,Hungary,,Both sexes,isco08-4,2128.0
2020,SL_EMP_EARN,Hungary,,Both sexes,isco08-5,1887.0
2020,SL_EMP_EARN,Hungary,,Both sexes,isco08-9,1233.0
2020,SL_EMP_EARN,Hungary,,Female,Total or no breakdown,2174.0
2020,SL_EMP_EARN,Hungary,,Female,isco08-0,3256.0
2020,SL_EMP_EARN,Hungary,,Female,isco08-1,3963.0
