Year,SeriesCode,Country,Disability status,Grounds of discrimination,Location,Sex,Value
2020,VC_VOV_GDSD,Canada,Total or no breakdown,Language  or dialect,All areas,Female,2.7
2020,VC_VOV_GDSD,Canada,Total or no breakdown,All or no breakdown,All areas,Both sexes,15.65
2014,VC_VOV_GDSD,Denmark,Total or no breakdown,All or no breakdown,All areas,Male,4.5
2016,VC_VOV_GDSD,Denmark,Total or no breakdown,Disability or health status,All areas,Male,3.74
2016,VC_VOV_GDSD,Denmark,Total or no breakdown,Religion or belief,All areas,Female,2.8
2016,VC_VOV_GDSD,Denmark,Persons without disability,Sexual orientation,All areas,Both sexes,1.09
2016,VC_VOV_GDSD,Denmark,Total or no breakdown,Sex,All areas,Male,4.1
2016,VC_VOV_GDSD,Denmark,Total or no breakdown,Sex,All areas,Female,12.8
2016,VC_VOV_GDSD,Denmark,Persons with disability,Religion or belief,All areas,Both sexes,2.93
2016,VC_VOV_GDSD,Denmark,Total or no breakdown,Ethnic,All areas,Male,6.5
2016,VC_VOV_GDSD,Denmark,Total or no breakdown,Religion or belief,All areas,Male,3.0
2016,VC_VOV_GDSD,Denmark,Total or no breakdown,Disability or health status,All areas,Female,5.9
2016,VC_VOV_GDSD,Denmark,Total or no breakdown,All or no breakdown,All areas,Male,18.4
2016,VC_VOV_GDSD,Denmark,Persons without disability,Ethnic,All areas,Both sexes,6.74
2016,VC_VOV_GDSD,Denmark,Persons without disability,Disability or health status,All areas,Both sexes,1.26
2016,VC_VOV_GDSD,Denmark,Persons without disability,All or no breakdown,All areas,Both sexes,20.4
2016,VC_VOV_GDSD,Denmark,Persons with disability,Sexual orientation,All areas,Both sexes,1.56
2016,VC_VOV_GDSD,Denmark,Persons with disability,Sex,All areas,Both sexes,7.9
2016,VC_VOV_GDSD,Denmark,Persons without disability,Age,All areas,Both sexes,9.42
2016,VC_VOV_GDSD,Denmark,Total or no breakdown,Age,All areas,Male,8.6
2016,VC_VOV_GDSD,Denmark,Total or no breakdown,Age,All areas,Female,11.0
2016,VC_VOV_GDSD,Denmark,Total or no breakdown,Ethnic,All areas,Female,6.3
2020,VC_VOV_GDSD,Canada,Total or no breakdown,Ethnicity or culture,All areas,Female,5.2
2020,VC_VOV_GDSD,Canada,Total or no breakdown,Race or Colour,All areas,Male,6.2
2020,VC_VOV_GDSD,Canada,Total or no breakdown,Race or Colour,All areas,Female,6.4
2020,VC_VOV_GDSD,Canada,Total or no breakdown,All or no breakdown,All areas,Female,17.5
2020,VC_VOV_GDSD,Canada,Total or no breakdown,Ethnicity or culture,All areas,Male,4.8
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sex,Rural,Female,0.9
2021,VC_VOV_GDSD,Norway,Total or no breakdown,All or no breakdown,All areas,Male,19.1
2021,VC_VOV_GDSD,Norway,Total or no breakdown,All or no breakdown,All areas,Female,24.5
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Sex,All areas,Female,10.3
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Disability,All areas,Female,3.8
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Ethnic,All areas,Female,3.9
2021,VC_VOV_GDSD,Norway,Total or no breakdown,"Health problems, illness or injury",All areas,Female,8.5
2016,VC_VOV_GDSD,Denmark,Total or no breakdown,Sexual orientation,All areas,Male,1.3
2016,VC_VOV_GDSD,Denmark,Persons with disability,Ethnic,All areas,Both sexes,5.5
2016,VC_VOV_GDSD,Denmark,Total or no breakdown,Sexual orientation,All areas,Female,1.2
2016,VC_VOV_GDSD,Denmark,Total or no breakdown,All or no breakdown,All areas,Female,25.0
2016,VC_VOV_GDSD,Denmark,Persons with disability,Disability or health status,All areas,Both sexes,13.95
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Age,All areas,Female,7.8
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Political opinion,All areas,Female,2.1
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Political opinion,All areas,Male,4.1
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Sexual orientation and gender identity,All areas,Male,1.2
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Sex,All areas,Male,3.6
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Religion or belief,All areas,Both sexes,2.1
2016,VC_VOV_GDSD,Denmark,Persons with disability,All or no breakdown,All areas,Both sexes,27.9
2016,VC_VOV_GDSD,Denmark,Persons with disability,Age,All areas,Both sexes,10.88
2016,VC_VOV_GDSD,Denmark,Persons without disability,Religion or belief,All areas,Both sexes,2.91
2016,VC_VOV_GDSD,Denmark,Total or no breakdown,All or no breakdown,All areas,Both sexes,22.5
2016,VC_VOV_GDSD,Denmark,Persons without disability,Sex,All areas,Both sexes,8.65
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Political opinion,All areas,Both sexes,3.1
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Colour,All areas,Female,2.0
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Religion or belief,All areas,Male,2.3
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Colour,All areas,Male,2.9
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Ethnic,All areas,Male,4.0
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Disability,All areas,Male,3.3
2014,VC_VOV_GDSD,Estonia,Total or no breakdown,All or no breakdown,All areas,Both sexes,10.6
2014,VC_VOV_GDSD,Estonia,Total or no breakdown,All or no breakdown,All areas,Male,13.1
2014,VC_VOV_GDSD,Estonia,Total or no breakdown,All or no breakdown,All areas,Female,8.9
2016,VC_VOV_GDSD,Estonia,Total or no breakdown,All or no breakdown,All areas,Female,7.8
2016,VC_VOV_GDSD,Estonia,Total or no breakdown,All or no breakdown,All areas,Male,8.9
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Sexual orientation and gender identity,All areas,Both sexes,1.1
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Colour,All areas,Both sexes,2.4
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Ethnic,All areas,Both sexes,3.9
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Religion or belief,All areas,Female,2.0
2015,VC_VOV_GDSD,Poland,Total or no breakdown,All or no breakdown,Rural,Both sexes,7.0
2015,VC_VOV_GDSD,Poland,Total or no breakdown,All or no breakdown,All areas,Female,8.6
2016,VC_VOV_GDSD,Estonia,Total or no breakdown,All or no breakdown,All areas,Both sexes,8.3
2018,VC_VOV_GDSD,Estonia,Total or no breakdown,All or no breakdown,All areas,Male,7.4
2018,VC_VOV_GDSD,Estonia,Total or no breakdown,All or no breakdown,All areas,Female,8.1
2018,VC_VOV_GDSD,Estonia,Total or no breakdown,All or no breakdown,All areas,Both sexes,7.8
2015,VC_VOV_GDSD,Finland,Total or no breakdown,All or no breakdown,All areas,Both sexes,2.4
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Ethnic or migration origin,Urban,Female,0.4
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Religion or belief,Urban,Female,0.1
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Age,Urban,Female,0.6
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Ethnic or migration origin,Rural,Male,0.5
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Ethnic or migration origin,Urban,Male,1.3
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sex,Urban,Male,0.4
2015,VC_VOV_GDSD,Poland,Total or no breakdown,All or no breakdown,All areas,Both sexes,8.2
2015,VC_VOV_GDSD,Poland,Total or no breakdown,All or no breakdown,Urban,Both sexes,8.9
2015,VC_VOV_GDSD,Poland,Total or no breakdown,All or no breakdown,All areas,Male,7.7
2018,VC_VOV_GDSD,Poland,Total or no breakdown,All or no breakdown,All areas,Both sexes,6.5
2018,VC_VOV_GDSD,Poland,Total or no breakdown,All or no breakdown,All areas,Male,6.9
2018,VC_VOV_GDSD,Poland,Total or no breakdown,All or no breakdown,Urban,Both sexes,7.6
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,All or no breakdown,Rural,Male,3.7
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Religion or belief,Urban,Male,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Disability,Urban,Male,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Religion or belief,All areas,Both sexes,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Age,Urban,Both sexes,1.0
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Disability,Urban,Both sexes,0.2
2020,VC_VOV_GDSD,Israel,Persons without disability,Sexual orientation and gender identity,All areas,Both sexes,0.7
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Age,Urban,Both sexes,5.5
2020,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Male,22.5
2020,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Female,24.2
2020,VC_VOV_GDSD,Israel,Persons with disability,All or no breakdown,All areas,Both sexes,27.1
2020,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,Urban,Both sexes,23.5
2016,VC_VOV_GDSD,Finland,Total or no breakdown,All or no breakdown,All areas,Both sexes,2.7
2017,VC_VOV_GDSD,Finland,Total or no breakdown,All or no breakdown,All areas,Both sexes,0.03
2018,VC_VOV_GDSD,France,Total or no breakdown,Sex,Urban,Both sexes,22.0
2018,VC_VOV_GDSD,France,Total or no breakdown,All or no breakdown,All areas,Female,20.2
2020,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,Rural,Both sexes,20.7
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Both sexes,5.2
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Age,All areas,Female,6.3
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,Rural,Both sexes,6.2
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Age,All areas,Both sexes,6.4
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Age,All areas,Male,5.9
2018,VC_VOV_GDSD,France,Total or no breakdown,All or no breakdown,All areas,Male,28.0
2018,VC_VOV_GDSD,France,Total or no breakdown,Religion or belief,Urban,Both sexes,10.0
2018,VC_VOV_GDSD,France,Total or no breakdown,Age,All areas,Female,18.0
2018,VC_VOV_GDSD,France,Total or no breakdown,Age,All areas,Both sexes,16.0
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,All or no breakdown,Rural,Female,2.7
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Ethnic or migration origin,All areas,Female,0.7
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Other,All areas,Female,0.5
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Religion or belief,All areas,Female,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sexual orientation,Rural,Male,0.1
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sexual orientation,Urban,Male,0.1
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Age,All areas,Female,6.9
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,Urban,Both sexes,6.3
2021,VC_VOV_GDSD,Israel,Persons with disability,Sex,All areas,Both sexes,8.6
2021,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Female,26.9
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,Rural,Both sexes,2.1
2021,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Both sexes,26.3
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,All or no breakdown,Urban,Female,2.4
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Disability,Rural,Female,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Disability,Urban,Female,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sex,All areas,Male,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sexual orientation,All areas,Male,0.1
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Other,Urban,Both sexes,0.45
2018,VC_VOV_GDSD,Poland,Total or no breakdown,All or no breakdown,All areas,Female,6.1
2018,VC_VOV_GDSD,Poland,Total or no breakdown,All or no breakdown,Rural,Both sexes,4.7
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Sex,Rural,Female,2.0
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Age,Rural,Female,0.8
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Sex,All areas,Female,3.4
2018,VC_VOV_GDSD,France,Total or no breakdown,All or no breakdown,Rural,Both sexes,22.0
2018,VC_VOV_GDSD,France,Total or no breakdown,Religion or belief,All areas,Both sexes,9.0
2018,VC_VOV_GDSD,France,Total or no breakdown,Sex,All areas,Both sexes,22.0
2018,VC_VOV_GDSD,France,Total or no breakdown,Other,All areas,Both sexes,21.0
2021,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Male,25.7
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,All areas,Female,1.8
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,All areas,Female,9.1
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,Urban,Both sexes,2.2
2021,VC_VOV_GDSD,Israel,Persons with disability,Ethnic,All areas,Both sexes,15.4
2021,VC_VOV_GDSD,Israel,Persons without disability,Ethnic,All areas,Both sexes,9.3
2018,VC_VOV_GDSD,France,Total or no breakdown,Other,All areas,Female,22.0
2018,VC_VOV_GDSD,France,Total or no breakdown,All or no breakdown,All areas,Both sexes,27.0
2018,VC_VOV_GDSD,France,Total or no breakdown,Other,Urban,Both sexes,21.0
2018,VC_VOV_GDSD,France,Total or no breakdown,Age,Urban,Both sexes,14.0
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,Urban,Both sexes,10.6
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,All areas,Both sexes,12.0
2021,VC_VOV_GDSD,Israel,Persons without disability,Migration status,All areas,Both sexes,9.2
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,All areas,Male,11.3
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,All areas,Female,12.8
2021,VC_VOV_GDSD,Israel,Persons without disability,All or no breakdown,All areas,Both sexes,25.4
2018,VC_VOV_GDSD,France,Total or no breakdown,Colour,Urban,Both sexes,18.0
2018,VC_VOV_GDSD,France,Total or no breakdown,Colour,All areas,Both sexes,16.0
2018,VC_VOV_GDSD,France,Total or no breakdown,Sex,All areas,Female,31.0
2018,VC_VOV_GDSD,France,Total or no breakdown,All or no breakdown,Urban,Both sexes,28.0
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,All areas,Both sexes,2.9
2021,VC_VOV_GDSD,Israel,Persons without disability,Sex,All areas,Both sexes,5.9
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Age,Rural,Both sexes,5.4
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Sexual orientation and gender identity,All areas,Male,1.1
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Sexual orientation and gender identity,All areas,Female,1.1
2021,VC_VOV_GDSD,Israel,Persons with disability,Sexual orientation and gender identity,All areas,Both sexes,2.2
2019,VC_VOV_GDSD,France,Total or no breakdown,Sex,All areas,Female,26.2
2019,VC_VOV_GDSD,France,Total or no breakdown,All or no breakdown,All areas,Both sexes,23.5
2019,VC_VOV_GDSD,France,Total or no breakdown,All or no breakdown,Urban,Both sexes,24.0
2019,VC_VOV_GDSD,France,Total or no breakdown,Colour,All areas,Both sexes,23.5
2021,VC_VOV_GDSD,Israel,Persons without disability,Sexual orientation and gender identity,All areas,Both sexes,0.9
2021,VC_VOV_GDSD,Israel,Persons with disability,Age,All areas,Both sexes,11.8
2021,VC_VOV_GDSD,Israel,Persons without disability,Age,All areas,Both sexes,5.5
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Age,Urban,Both sexes,6.5
2021,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,Rural,Both sexes,19.7
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Both sexes,6.3
2019,VC_VOV_GDSD,France,Total or no breakdown,All or no breakdown,All areas,Female,20.2
2019,VC_VOV_GDSD,France,Total or no breakdown,All or no breakdown,All areas,Male,29.7
2019,VC_VOV_GDSD,France,Total or no breakdown,All or no breakdown,Rural,Both sexes,18.0
2019,VC_VOV_GDSD,France,Total or no breakdown,Sex,All areas,Both sexes,17.8
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Male,2.8
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Female,9.6
2021,VC_VOV_GDSD,Israel,Persons with disability,Colour,All areas,Both sexes,4.5
2021,VC_VOV_GDSD,Israel,Persons without disability,Colour,All areas,Both sexes,1.7
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,All areas,Both sexes,9.8
2021,VC_VOV_GDSD,Israel,Persons with disability,Religion or belief,All areas,Both sexes,12.4
2018,VC_VOV_GDSD,Georgia,Total or no breakdown,Age,Urban,Female,2.3
2018,VC_VOV_GDSD,Georgia,Total or no breakdown,Ethnic or immigration status,Rural,Female,0.8
2018,VC_VOV_GDSD,Georgia,Persons without disability,Sexual orientation,All areas,Female,0.3
2018,VC_VOV_GDSD,Georgia,Persons without disability,Sexual orientation,All areas,Both sexes,0.3
2018,VC_VOV_GDSD,Georgia,Persons without disability,Sex,All areas,Male,0.4
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,All or no breakdown,Rural,Female,4.8
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Other,Urban,Female,2.4
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Other,Rural,Female,1.6
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Sexual orientation,All areas,Female,0.3
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Religion or belief,Rural,Both sexes,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sexual orientation,All areas,Both sexes,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Other,Rural,Both sexes,0.5
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sex,All areas,Female,0.9
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sexual orientation,All areas,Female,0.3
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Age,All areas,Female,0.6
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,All areas,Male,10.9
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,All areas,Female,8.8
2021,VC_VOV_GDSD,Israel,Persons with disability,Migration status,All areas,Both sexes,13.3
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,Rural,Both sexes,6.1
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,All areas,Both sexes,2.1
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,All areas,Male,2.4
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Disability,All areas,Female,0.4
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Ethnic or immigration status,All areas,Female,1.5
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Religion or belief,Urban,Female,0.9
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Religion or belief,Rural,Female,0.4
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,All or no breakdown,All areas,Female,2.6
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Disability,All areas,Female,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Other,All areas,Male,0.5
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sex,Rural,Male,0.1
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sex,Urban,Female,1.0
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Other,Urban,Female,0.4
2021,VC_VOV_GDSD,Israel,Persons without disability,Religion or belief,All areas,Both sexes,12.0
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,Rural,Both sexes,5.2
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,Urban,Both sexes,10.2
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,Rural,Both sexes,5.1
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,All areas,Male,2.8
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,All areas,Female,3.0
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Ethnic or immigration status,Rural,Female,1.0
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Sexual orientation,Urban,Female,0.5
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Disability,Rural,Female,0.4
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Sex,Urban,Female,4.3
2018,VC_VOV_GDSD,Georgia,Total or no breakdown,Age,All areas,Both sexes,1.5
2018,VC_VOV_GDSD,Georgia,Persons without disability,Sexual orientation,All areas,Male,0.3
2018,VC_VOV_GDSD,Georgia,Total or no breakdown,Other,All areas,Male,0.5
2018,VC_VOV_GDSD,Georgia,Total or no breakdown,Sex,All areas,Both sexes,1.1
2018,VC_VOV_GDSD,Georgia,Total or no breakdown,Age,Rural,Male,0.5
2021,VC_VOV_GDSD,Israel,Persons with disability,Disability or health status,All areas,Both sexes,11.2
2021,VC_VOV_GDSD,Israel,Persons without disability,Disability or health status,All areas,Both sexes,1.5
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,Urban,Both sexes,3.0
2021,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,Urban,Both sexes,26.8
2021,VC_VOV_GDSD,Israel,Persons with disability,All or no breakdown,All areas,Both sexes,31.4
