Year,SeriesCode,GeoAreaName,Age,Value
2009,SE_GPI_PART,Viet Nam,15-24,1.0
2009,SE_GPI_PART,Viet Nam,25-54,0.9
2009,SE_GPI_PART,Viet Nam,15-64,0.9
2010,SE_GPI_PART,Viet Nam,15-64,1.0
2010,SE_GPI_PART,Viet Nam,25-54,0.7
2010,SE_GPI_PART,Viet Nam,15-24,1.0
2011,SE_GPI_PART,Viet Nam,15-24,1.1
2011,SE_GPI_PART,Viet Nam,25-54,0.7
2011,SE_GPI_PART,Viet Nam,15-64,1.0
2012,SE_GPI_PART,Viet Nam,15-64,1.0
2012,SE_GPI_PART,Viet Nam,25-54,0.7
2012,SE_GPI_PART,Viet Nam,15-24,1.1
2012,SE_GPI_PART,Viet Nam,55-64,0.4
2013,SE_GPI_PART,Viet Nam,55-64,0.6
2013,SE_GPI_PART,Viet Nam,25-54,0.7
2013,SE_GPI_PART,Viet Nam,15-24,1.1
2013,SE_GPI_PART,Viet Nam,15-64,1.0
2014,SE_GPI_PART,Viet Nam,15-64,1.0
2014,SE_GPI_PART,Viet Nam,15-24,1.1
2014,SE_GPI_PART,Viet Nam,25-54,0.8
2014,SE_GPI_PART,Viet Nam,55-64,1.2
2015,SE_GPI_PART,Viet Nam,25-54,0.7
2015,SE_GPI_PART,Viet Nam,55-64,0.8
2015,SE_GPI_PART,Viet Nam,15-24,1.1
2015,SE_GPI_PART,Viet Nam,15-64,1.0
2016,SE_GPI_PART,Viet Nam,15-64,1.0
2016,SE_GPI_PART,Viet Nam,15-24,1.1
2016,SE_GPI_PART,Viet Nam,55-64,0.7
2016,SE_GPI_PART,Viet Nam,25-54,0.8
2017,SE_GPI_PART,Viet Nam,15-64,1.0
2017,SE_GPI_PART,Viet Nam,25-54,0.7
2017,SE_GPI_PART,Viet Nam,55-64,0.8
2017,SE_GPI_PART,Viet Nam,15-24,1.1
2018,SE_GPI_PART,Viet Nam,55-64,1.1
2018,SE_GPI_PART,Viet Nam,25-54,0.8
2018,SE_GPI_PART,Viet Nam,15-64,1.0
2018,SE_GPI_PART,Viet Nam,15-24,1.1
2019,SE_GPI_PART,Viet Nam,15-64,1.0
2019,SE_GPI_PART,Viet Nam,25-54,0.9
2019,SE_GPI_PART,Viet Nam,55-64,0.6
2019,SE_GPI_PART,Viet Nam,15-24,1.1
2020,SE_GPI_PART,Viet Nam,15-24,1.1
2020,SE_GPI_PART,Viet Nam,55-64,0.7
2020,SE_GPI_PART,Viet Nam,25-54,0.9
2020,SE_GPI_PART,Viet Nam,15-64,1.0
2021,SE_GPI_PART,Viet Nam,15-64,1.0
2021,SE_GPI_PART,Viet Nam,25-54,0.9
2021,SE_GPI_PART,Viet Nam,55-64,1.0
2021,SE_GPI_PART,Viet Nam,15-24,1.1
2003,SE_GPI_PART,Slovenia,15-24,1.1
2003,SE_GPI_PART,Slovenia,15-64,1.1
2003,SE_GPI_PART,Slovenia,25-54,1.2
2003,SE_GPI_PART,Slovenia,55-64,1.2
2004,SE_GPI_PART,Slovenia,55-64,1.2
2004,SE_GPI_PART,Slovenia,25-54,1.2
2004,SE_GPI_PART,Slovenia,15-64,1.1
2004,SE_GPI_PART,Slovenia,15-24,1.1
2005,SE_GPI_PART,Slovenia,15-24,1.1
2005,SE_GPI_PART,Slovenia,15-64,1.1
2005,SE_GPI_PART,Slovenia,25-54,1.2
2005,SE_GPI_PART,Slovenia,55-64,1.3
2006,SE_GPI_PART,Slovenia,55-64,1.3
2006,SE_GPI_PART,Slovenia,25-54,1.2
2006,SE_GPI_PART,Slovenia,15-64,1.1
2006,SE_GPI_PART,Slovenia,15-24,1.1
2007,SE_GPI_PART,Slovenia,15-24,1.2
2007,SE_GPI_PART,Slovenia,15-64,1.1
2007,SE_GPI_PART,Slovenia,25-54,1.2
2007,SE_GPI_PART,Slovenia,55-64,1.3
2008,SE_GPI_PART,Slovenia,55-64,1.4
2008,SE_GPI_PART,Slovenia,25-54,1.2
2008,SE_GPI_PART,Slovenia,15-64,1.1
2008,SE_GPI_PART,Slovenia,15-24,1.2
2009,SE_GPI_PART,Slovenia,15-24,1.1
2009,SE_GPI_PART,Slovenia,15-64,1.2
2009,SE_GPI_PART,Slovenia,55-64,1.3
2009,SE_GPI_PART,Slovenia,25-54,1.2
2010,SE_GPI_PART,Slovenia,25-54,1.2
2010,SE_GPI_PART,Slovenia,55-64,1.3
2010,SE_GPI_PART,Slovenia,15-64,1.2
2010,SE_GPI_PART,Slovenia,15-24,1.1
2011,SE_GPI_PART,Slovenia,15-24,1.1
2011,SE_GPI_PART,Slovenia,15-64,1.2
2011,SE_GPI_PART,Slovenia,55-64,1.4
2011,SE_GPI_PART,Slovenia,25-54,1.2
2012,SE_GPI_PART,Slovenia,25-54,1.3
2012,SE_GPI_PART,Slovenia,55-64,1.5
2012,SE_GPI_PART,Slovenia,15-64,1.2
2012,SE_GPI_PART,Slovenia,15-24,1.1
2013,SE_GPI_PART,Slovenia,15-24,1.1
2013,SE_GPI_PART,Slovenia,15-64,1.2
2013,SE_GPI_PART,Slovenia,55-64,1.5
2013,SE_GPI_PART,Slovenia,25-54,1.3
2014,SE_GPI_PART,Slovenia,15-24,1.1
2014,SE_GPI_PART,Slovenia,55-64,1.4
2014,SE_GPI_PART,Slovenia,25-54,1.2
2014,SE_GPI_PART,Slovenia,15-64,1.2
2015,SE_GPI_PART,Slovenia,15-64,1.2
2015,SE_GPI_PART,Slovenia,55-64,1.3
2015,SE_GPI_PART,Slovenia,25-54,1.2
2015,SE_GPI_PART,Slovenia,15-24,1.1
2016,SE_GPI_PART,Slovenia,15-24,1.1
2016,SE_GPI_PART,Slovenia,55-64,1.4
2016,SE_GPI_PART,Slovenia,25-54,1.2
2016,SE_GPI_PART,Slovenia,15-64,1.2
2017,SE_GPI_PART,Slovenia,15-64,1.2
2017,SE_GPI_PART,Slovenia,25-54,1.3
2017,SE_GPI_PART,Slovenia,55-64,1.5
2017,SE_GPI_PART,Slovenia,15-24,1.2
2018,SE_GPI_PART,Slovenia,15-24,1.1
2018,SE_GPI_PART,Slovenia,55-64,1.5
2018,SE_GPI_PART,Slovenia,25-54,1.3
2018,SE_GPI_PART,Slovenia,15-64,1.2
2019,SE_GPI_PART,Slovenia,15-64,1.2
2019,SE_GPI_PART,Slovenia,55-64,1.3
2019,SE_GPI_PART,Slovenia,15-24,1.1
2019,SE_GPI_PART,Slovenia,25-54,1.2
2020,SE_GPI_PART,Slovenia,55-64,1.2
2020,SE_GPI_PART,Slovenia,25-54,1.2
2020,SE_GPI_PART,Slovenia,15-24,1.1
2020,SE_GPI_PART,Slovenia,15-64,1.1
2000,SE_GPI_PART,Spain,55-64,1.6
2000,SE_GPI_PART,Spain,25-54,1.1
2000,SE_GPI_PART,Spain,15-24,1.2
2000,SE_GPI_PART,Spain,15-64,1.1
2001,SE_GPI_PART,Spain,15-64,1.2
2001,SE_GPI_PART,Spain,15-24,1.2
2001,SE_GPI_PART,Spain,25-54,1.2
2001,SE_GPI_PART,Spain,55-64,1.6
2002,SE_GPI_PART,Spain,15-64,1.1
2002,SE_GPI_PART,Spain,55-64,1.6
2002,SE_GPI_PART,Spain,25-54,1.2
2002,SE_GPI_PART,Spain,15-24,1.2
2003,SE_GPI_PART,Spain,15-64,1.1
2003,SE_GPI_PART,Spain,15-24,1.2
2003,SE_GPI_PART,Spain,25-54,1.2
2003,SE_GPI_PART,Spain,55-64,1.5
2004,SE_GPI_PART,Spain,55-64,1.6
2004,SE_GPI_PART,Spain,25-54,1.2
2004,SE_GPI_PART,Spain,15-24,1.1
2004,SE_GPI_PART,Spain,15-64,1.1
2005,SE_GPI_PART,Spain,15-64,1.1
2005,SE_GPI_PART,Spain,15-24,1.1
2005,SE_GPI_PART,Spain,25-54,1.2
2005,SE_GPI_PART,Spain,55-64,1.4
2006,SE_GPI_PART,Spain,55-64,1.5
2006,SE_GPI_PART,Spain,25-54,1.2
2006,SE_GPI_PART,Spain,15-24,1.1
2006,SE_GPI_PART,Spain,15-64,1.2
2007,SE_GPI_PART,Spain,15-64,1.1
2007,SE_GPI_PART,Spain,15-24,1.1
2007,SE_GPI_PART,Spain,25-54,1.1
2007,SE_GPI_PART,Spain,55-64,1.4
2008,SE_GPI_PART,Spain,55-64,1.3
2008,SE_GPI_PART,Spain,25-54,1.2
2008,SE_GPI_PART,Spain,15-24,1.1
2008,SE_GPI_PART,Spain,15-64,1.1
2009,SE_GPI_PART,Spain,15-64,1.1
2009,SE_GPI_PART,Spain,15-24,1.1
2009,SE_GPI_PART,Spain,55-64,1.3
2009,SE_GPI_PART,Spain,25-54,1.2
2010,SE_GPI_PART,Spain,55-64,1.4
2010,SE_GPI_PART,Spain,25-54,1.2
2010,SE_GPI_PART,Spain,15-24,1.1
2010,SE_GPI_PART,Spain,15-64,1.1
2011,SE_GPI_PART,Spain,15-64,1.1
2011,SE_GPI_PART,Spain,15-24,1.1
2011,SE_GPI_PART,Spain,25-54,1.1
2011,SE_GPI_PART,Spain,55-64,1.4
2012,SE_GPI_PART,Spain,55-64,1.3
2012,SE_GPI_PART,Spain,25-54,1.1
2012,SE_GPI_PART,Spain,15-24,1.0
2012,SE_GPI_PART,Spain,15-64,1.1
2013,SE_GPI_PART,Spain,15-64,1.1
2013,SE_GPI_PART,Spain,15-24,1.1
2013,SE_GPI_PART,Spain,25-54,1.2
2013,SE_GPI_PART,Spain,55-64,1.3
2014,SE_GPI_PART,Spain,55-64,1.2
2014,SE_GPI_PART,Spain,25-54,1.1
2014,SE_GPI_PART,Spain,15-24,1.1
2014,SE_GPI_PART,Spain,15-64,1.1
2015,SE_GPI_PART,Spain,15-64,1.1
2015,SE_GPI_PART,Spain,15-24,1.1
2015,SE_GPI_PART,Spain,25-54,1.1
2015,SE_GPI_PART,Spain,55-64,1.2
2016,SE_GPI_PART,Spain,55-64,1.2
2016,SE_GPI_PART,Spain,25-54,1.2
2016,SE_GPI_PART,Spain,15-24,1.1
2016,SE_GPI_PART,Spain,15-64,1.1
2017,SE_GPI_PART,Spain,15-64,1.1
2017,SE_GPI_PART,Spain,15-24,1.0
2017,SE_GPI_PART,Spain,55-64,1.1
2017,SE_GPI_PART,Spain,25-54,1.1
2018,SE_GPI_PART,Spain,25-54,1.1
2018,SE_GPI_PART,Spain,55-64,1.2
2018,SE_GPI_PART,Spain,15-24,1.1
2018,SE_GPI_PART,Spain,15-64,1.1
2019,SE_GPI_PART,Spain,15-64,1.1
2019,SE_GPI_PART,Spain,15-24,1.1
2019,SE_GPI_PART,Spain,55-64,1.1
2019,SE_GPI_PART,Spain,25-54,1.2
2020,SE_GPI_PART,Spain,25-54,1.2
2020,SE_GPI_PART,Spain,55-64,1.1
2020,SE_GPI_PART,Spain,15-24,1.1
2020,SE_GPI_PART,Spain,15-64,1.1
2021,SE_GPI_PART,Spain,15-64,1.1
2021,SE_GPI_PART,Spain,15-24,1.1
2021,SE_GPI_PART,Spain,55-64,1.2
2021,SE_GPI_PART,Spain,25-54,1.2
2004,SE_GPI_PART,Sweden,15-24,1.1
2004,SE_GPI_PART,Sweden,25-54,1.2
2004,SE_GPI_PART,Sweden,15-64,1.2
2004,SE_GPI_PART,Sweden,55-64,1.2
2005,SE_GPI_PART,Sweden,55-64,1.5
2005,SE_GPI_PART,Sweden,15-64,1.3
2005,SE_GPI_PART,Sweden,25-54,1.4
2005,SE_GPI_PART,Sweden,15-24,1.1
2006,SE_GPI_PART,Sweden,15-24,1.1
2006,SE_GPI_PART,Sweden,25-54,1.4
2006,SE_GPI_PART,Sweden,15-64,1.3
2006,SE_GPI_PART,Sweden,55-64,1.5
2007,SE_GPI_PART,Sweden,55-64,1.5
2007,SE_GPI_PART,Sweden,25-54,1.4
2007,SE_GPI_PART,Sweden,15-64,1.3
2007,SE_GPI_PART,Sweden,15-24,1.1
2008,SE_GPI_PART,Sweden,15-24,1.1
2008,SE_GPI_PART,Sweden,15-64,1.3
2008,SE_GPI_PART,Sweden,25-54,1.4
2008,SE_GPI_PART,Sweden,55-64,1.5
2009,SE_GPI_PART,Sweden,55-64,1.5
2009,SE_GPI_PART,Sweden,25-54,1.4
2009,SE_GPI_PART,Sweden,15-64,1.3
2009,SE_GPI_PART,Sweden,15-24,1.1
2010,SE_GPI_PART,Sweden,15-24,1.1
2010,SE_GPI_PART,Sweden,15-64,1.3
2010,SE_GPI_PART,Sweden,25-54,1.4
2010,SE_GPI_PART,Sweden,55-64,1.5
2011,SE_GPI_PART,Sweden,55-64,1.5
2011,SE_GPI_PART,Sweden,25-54,1.4
2011,SE_GPI_PART,Sweden,15-64,1.3
2011,SE_GPI_PART,Sweden,15-24,1.1
2012,SE_GPI_PART,Sweden,15-24,1.1
2012,SE_GPI_PART,Sweden,15-64,1.3
2012,SE_GPI_PART,Sweden,25-54,1.4
2012,SE_GPI_PART,Sweden,55-64,1.5
2013,SE_GPI_PART,Sweden,25-54,1.4
2013,SE_GPI_PART,Sweden,55-64,1.5
2013,SE_GPI_PART,Sweden,15-64,1.3
2013,SE_GPI_PART,Sweden,15-24,1.1
2014,SE_GPI_PART,Sweden,15-24,1.1
2014,SE_GPI_PART,Sweden,15-64,1.3
2014,SE_GPI_PART,Sweden,25-54,1.4
2014,SE_GPI_PART,Sweden,55-64,1.5
2015,SE_GPI_PART,Sweden,55-64,1.5
2015,SE_GPI_PART,Sweden,25-54,1.4
2015,SE_GPI_PART,Sweden,15-64,1.3
2015,SE_GPI_PART,Sweden,15-24,1.1
2016,SE_GPI_PART,Sweden,15-24,1.1
2016,SE_GPI_PART,Sweden,15-64,1.3
2016,SE_GPI_PART,Sweden,25-54,1.4
2016,SE_GPI_PART,Sweden,55-64,1.5
2017,SE_GPI_PART,Sweden,55-64,1.5
2017,SE_GPI_PART,Sweden,25-54,1.4
2017,SE_GPI_PART,Sweden,15-64,1.3
2017,SE_GPI_PART,Sweden,15-24,1.1
2018,SE_GPI_PART,Sweden,15-24,1.1
2018,SE_GPI_PART,Sweden,15-64,1.3
2018,SE_GPI_PART,Sweden,25-54,1.4
2018,SE_GPI_PART,Sweden,55-64,1.5
2019,SE_GPI_PART,Sweden,55-64,1.4
2019,SE_GPI_PART,Sweden,25-54,1.4
2019,SE_GPI_PART,Sweden,15-64,1.3
2019,SE_GPI_PART,Sweden,15-24,1.1
2020,SE_GPI_PART,Sweden,15-24,1.1
2020,SE_GPI_PART,Sweden,15-64,1.3
2020,SE_GPI_PART,Sweden,25-54,1.4
2020,SE_GPI_PART,Sweden,55-64,1.5
2000,SE_GPI_PART,Switzerland,25-54,0.7
2000,SE_GPI_PART,Switzerland,15-64,0.9
2000,SE_GPI_PART,Switzerland,15-24,1.0
2001,SE_GPI_PART,Switzerland,15-24,1.0
2001,SE_GPI_PART,Switzerland,15-64,1.0
2001,SE_GPI_PART,Switzerland,25-54,1.0
2001,SE_GPI_PART,Switzerland,55-64,1.3
2002,SE_GPI_PART,Switzerland,55-64,0.8
2002,SE_GPI_PART,Switzerland,25-54,0.9
2002,SE_GPI_PART,Switzerland,15-64,1.0
2002,SE_GPI_PART,Switzerland,15-24,1.1
2003,SE_GPI_PART,Switzerland,15-24,1.1
2003,SE_GPI_PART,Switzerland,15-64,1.0
2003,SE_GPI_PART,Switzerland,25-54,0.9
2003,SE_GPI_PART,Switzerland,55-64,1.1
2004,SE_GPI_PART,Switzerland,55-64,0.9
2004,SE_GPI_PART,Switzerland,25-54,0.9
2004,SE_GPI_PART,Switzerland,15-64,1.0
2004,SE_GPI_PART,Switzerland,15-24,1.0
2005,SE_GPI_PART,Switzerland,15-24,1.0
2005,SE_GPI_PART,Switzerland,15-64,1.0
2005,SE_GPI_PART,Switzerland,25-54,1.0
2005,SE_GPI_PART,Switzerland,55-64,1.0
2006,SE_GPI_PART,Switzerland,25-54,1.1
2006,SE_GPI_PART,Switzerland,55-64,1.2
2006,SE_GPI_PART,Switzerland,15-64,1.1
2006,SE_GPI_PART,Switzerland,15-24,1.1
2007,SE_GPI_PART,Switzerland,15-24,1.1
2007,SE_GPI_PART,Switzerland,25-54,1.1
2007,SE_GPI_PART,Switzerland,15-64,1.0
2007,SE_GPI_PART,Switzerland,55-64,1.1
2008,SE_GPI_PART,Switzerland,55-64,1.1
2008,SE_GPI_PART,Switzerland,25-54,1.0
2008,SE_GPI_PART,Switzerland,15-64,1.0
2008,SE_GPI_PART,Switzerland,15-24,1.1
2009,SE_GPI_PART,Switzerland,15-24,1.0
2009,SE_GPI_PART,Switzerland,15-64,1.1
2009,SE_GPI_PART,Switzerland,25-54,1.1
2009,SE_GPI_PART,Switzerland,55-64,1.2
2010,SE_GPI_PART,Switzerland,55-64,0.9
2010,SE_GPI_PART,Switzerland,25-54,0.9
2010,SE_GPI_PART,Switzerland,15-64,1.0
2010,SE_GPI_PART,Switzerland,15-24,1.0
2011,SE_GPI_PART,Switzerland,15-24,1.1
2011,SE_GPI_PART,Switzerland,15-64,1.0
2011,SE_GPI_PART,Switzerland,25-54,0.9
2011,SE_GPI_PART,Switzerland,55-64,0.9
2012,SE_GPI_PART,Switzerland,55-64,0.9
2012,SE_GPI_PART,Switzerland,25-54,0.9
2012,SE_GPI_PART,Switzerland,15-64,1.0
2012,SE_GPI_PART,Switzerland,15-24,1.0
2013,SE_GPI_PART,Switzerland,15-24,1.1
2013,SE_GPI_PART,Switzerland,15-64,1.0
2013,SE_GPI_PART,Switzerland,25-54,1.0
2013,SE_GPI_PART,Switzerland,55-64,1.0
2014,SE_GPI_PART,Switzerland,55-64,1.0
2014,SE_GPI_PART,Switzerland,25-54,1.0
2014,SE_GPI_PART,Switzerland,15-64,1.0
2014,SE_GPI_PART,Switzerland,15-24,1.0
2015,SE_GPI_PART,Switzerland,15-24,1.0
2015,SE_GPI_PART,Switzerland,15-64,1.0
2015,SE_GPI_PART,Switzerland,25-54,1.0
2015,SE_GPI_PART,Switzerland,55-64,1.0
2016,SE_GPI_PART,Switzerland,55-64,1.0
2016,SE_GPI_PART,Switzerland,25-54,1.0
2016,SE_GPI_PART,Switzerland,15-64,1.0
2016,SE_GPI_PART,Switzerland,15-24,1.0
2017,SE_GPI_PART,Switzerland,15-24,1.0
2017,SE_GPI_PART,Switzerland,15-64,1.0
2017,SE_GPI_PART,Switzerland,25-54,1.0
2017,SE_GPI_PART,Switzerland,55-64,1.0
2018,SE_GPI_PART,Switzerland,55-64,1.0
2018,SE_GPI_PART,Switzerland,25-54,0.9
2018,SE_GPI_PART,Switzerland,15-64,1.0
2018,SE_GPI_PART,Switzerland,15-24,1.0
2019,SE_GPI_PART,Switzerland,15-24,1.1
2019,SE_GPI_PART,Switzerland,25-54,0.9
2019,SE_GPI_PART,Switzerland,15-64,1.0
2019,SE_GPI_PART,Switzerland,55-64,1.0
2020,SE_GPI_PART,Switzerland,15-64,1.0
2020,SE_GPI_PART,Switzerland,55-64,1.0
2020,SE_GPI_PART,Switzerland,25-54,0.9
2020,SE_GPI_PART,Switzerland,15-24,1.0
2021,SE_GPI_PART,Switzerland,15-24,1.2
2021,SE_GPI_PART,Switzerland,55-64,1.4
2021,SE_GPI_PART,Switzerland,25-54,0.9
2021,SE_GPI_PART,Switzerland,15-64,1.1
2003,SE_GPI_PART,Tajikistan,25-54,0.6
2003,SE_GPI_PART,Tajikistan,15-64,0.7
2003,SE_GPI_PART,Tajikistan,15-24,0.7
2007,SE_GPI_PART,Tajikistan,25-54,1.0
2007,SE_GPI_PART,Tajikistan,15-24,0.6
2007,SE_GPI_PART,Tajikistan,15-64,0.6
2009,SE_GPI_PART,Tajikistan,25-54,0.7
2009,SE_GPI_PART,Tajikistan,15-64,0.6
2009,SE_GPI_PART,Tajikistan,15-24,0.6
2000,SE_GPI_PART,Türkiye,15-24,0.6
2000,SE_GPI_PART,Türkiye,15-64,0.7
2000,SE_GPI_PART,Türkiye,25-54,0.7
2000,SE_GPI_PART,Türkiye,55-64,1.4
2001,SE_GPI_PART,Türkiye,55-64,1.6
2001,SE_GPI_PART,Türkiye,25-54,0.6
2001,SE_GPI_PART,Türkiye,15-64,0.6
2001,SE_GPI_PART,Türkiye,15-24,0.6
2002,SE_GPI_PART,Türkiye,15-24,0.6
2002,SE_GPI_PART,Türkiye,15-64,0.7
2002,SE_GPI_PART,Türkiye,25-54,0.6
2002,SE_GPI_PART,Türkiye,55-64,1.3
2003,SE_GPI_PART,Türkiye,55-64,0.4
2003,SE_GPI_PART,Türkiye,25-54,0.4
2003,SE_GPI_PART,Türkiye,15-64,0.7
2003,SE_GPI_PART,Türkiye,15-24,0.7
2004,SE_GPI_PART,Türkiye,15-24,0.7
2004,SE_GPI_PART,Türkiye,15-64,0.7
2004,SE_GPI_PART,Türkiye,25-54,0.5
2005,SE_GPI_PART,Türkiye,25-54,0.5
2005,SE_GPI_PART,Türkiye,15-64,0.7
2005,SE_GPI_PART,Türkiye,15-24,0.7
2006,SE_GPI_PART,Türkiye,15-24,0.7
2006,SE_GPI_PART,Türkiye,15-64,0.7
2006,SE_GPI_PART,Türkiye,25-54,0.6
2007,SE_GPI_PART,Türkiye,25-54,0.6
2007,SE_GPI_PART,Türkiye,15-64,0.7
2007,SE_GPI_PART,Türkiye,15-24,0.7
2008,SE_GPI_PART,Türkiye,15-24,0.8
2008,SE_GPI_PART,Türkiye,15-64,0.8
2008,SE_GPI_PART,Türkiye,25-54,0.7
2009,SE_GPI_PART,Türkiye,25-54,0.8
2009,SE_GPI_PART,Türkiye,15-64,0.8
2009,SE_GPI_PART,Türkiye,15-24,0.8
2010,SE_GPI_PART,Türkiye,15-24,0.8
2010,SE_GPI_PART,Türkiye,15-64,0.8
2010,SE_GPI_PART,Türkiye,25-54,0.8
2011,SE_GPI_PART,Türkiye,25-54,0.8
2011,SE_GPI_PART,Türkiye,55-64,0.6
2011,SE_GPI_PART,Türkiye,15-64,0.9
2011,SE_GPI_PART,Türkiye,15-24,0.9
2012,SE_GPI_PART,Türkiye,15-24,0.9
2012,SE_GPI_PART,Türkiye,15-64,0.9
2012,SE_GPI_PART,Türkiye,55-64,0.6
2012,SE_GPI_PART,Türkiye,25-54,0.9
2013,SE_GPI_PART,Türkiye,25-54,0.9
2013,SE_GPI_PART,Türkiye,55-64,0.9
2013,SE_GPI_PART,Türkiye,15-64,0.9
2013,SE_GPI_PART,Türkiye,15-24,0.9
2014,SE_GPI_PART,Türkiye,15-24,0.9
2014,SE_GPI_PART,Türkiye,15-64,0.9
2014,SE_GPI_PART,Türkiye,55-64,1.7
2014,SE_GPI_PART,Türkiye,25-54,0.9
2015,SE_GPI_PART,Türkiye,25-54,1.0
2015,SE_GPI_PART,Türkiye,55-64,1.5
2015,SE_GPI_PART,Türkiye,15-64,0.9
2015,SE_GPI_PART,Türkiye,15-24,0.9
2016,SE_GPI_PART,Türkiye,15-24,0.9
2016,SE_GPI_PART,Türkiye,15-64,0.9
2016,SE_GPI_PART,Türkiye,55-64,1.4
2016,SE_GPI_PART,Türkiye,25-54,0.9
2017,SE_GPI_PART,Türkiye,25-54,0.9
2017,SE_GPI_PART,Türkiye,55-64,1.6
2017,SE_GPI_PART,Türkiye,15-64,0.9
2017,SE_GPI_PART,Türkiye,15-24,0.9
2018,SE_GPI_PART,Türkiye,15-24,0.9
2018,SE_GPI_PART,Türkiye,15-64,0.9
2018,SE_GPI_PART,Türkiye,55-64,1.6
2018,SE_GPI_PART,Türkiye,25-54,1.0
2019,SE_GPI_PART,Türkiye,25-54,1.0
2019,SE_GPI_PART,Türkiye,55-64,1.5
2019,SE_GPI_PART,Türkiye,15-64,1.0
2019,SE_GPI_PART,Türkiye,15-24,1.0
2020,SE_GPI_PART,Türkiye,15-24,1.0
2020,SE_GPI_PART,Türkiye,15-64,0.9
2020,SE_GPI_PART,Türkiye,55-64,1.4
2020,SE_GPI_PART,Türkiye,25-54,0.9
2006,SE_GPI_PART,North Macedonia,25-54,0.9
2006,SE_GPI_PART,North Macedonia,15-64,1.0
2006,SE_GPI_PART,North Macedonia,15-24,1.0
2007,SE_GPI_PART,North Macedonia,15-24,1.1
2007,SE_GPI_PART,North Macedonia,15-64,1.0
2007,SE_GPI_PART,North Macedonia,25-54,0.9
2008,SE_GPI_PART,North Macedonia,25-54,1.0
2008,SE_GPI_PART,North Macedonia,15-64,1.0
2008,SE_GPI_PART,North Macedonia,15-24,1.0
2009,SE_GPI_PART,North Macedonia,15-24,1.1
2009,SE_GPI_PART,North Macedonia,15-64,1.0
2009,SE_GPI_PART,North Macedonia,25-54,1.0
2010,SE_GPI_PART,North Macedonia,25-54,0.9
2010,SE_GPI_PART,North Macedonia,15-64,1.1
2010,SE_GPI_PART,North Macedonia,15-24,1.1
2011,SE_GPI_PART,North Macedonia,15-24,1.1
2011,SE_GPI_PART,North Macedonia,15-64,1.0
2011,SE_GPI_PART,North Macedonia,25-54,0.9
2012,SE_GPI_PART,North Macedonia,25-54,0.9
2012,SE_GPI_PART,North Macedonia,15-64,1.1
2012,SE_GPI_PART,North Macedonia,15-24,1.1
2013,SE_GPI_PART,North Macedonia,15-24,1.1
2013,SE_GPI_PART,North Macedonia,15-64,1.0
2013,SE_GPI_PART,North Macedonia,25-54,0.9
2014,SE_GPI_PART,North Macedonia,25-54,1.0
2014,SE_GPI_PART,North Macedonia,15-64,1.0
2014,SE_GPI_PART,North Macedonia,15-24,1.1
2015,SE_GPI_PART,North Macedonia,15-24,1.1
2015,SE_GPI_PART,North Macedonia,15-64,1.0
2015,SE_GPI_PART,North Macedonia,25-54,0.8
2016,SE_GPI_PART,North Macedonia,25-54,1.1
2016,SE_GPI_PART,North Macedonia,15-64,1.1
2016,SE_GPI_PART,North Macedonia,15-24,1.1
2017,SE_GPI_PART,North Macedonia,15-24,1.1
2017,SE_GPI_PART,North Macedonia,15-64,1.1
2017,SE_GPI_PART,North Macedonia,25-54,0.9
2018,SE_GPI_PART,North Macedonia,25-54,0.9
2018,SE_GPI_PART,North Macedonia,15-64,1.1
2018,SE_GPI_PART,North Macedonia,15-24,1.1
2019,SE_GPI_PART,North Macedonia,15-24,1.1
2019,SE_GPI_PART,North Macedonia,15-64,1.1
2019,SE_GPI_PART,North Macedonia,25-54,0.9
2020,SE_GPI_PART,North Macedonia,25-54,0.9
2020,SE_GPI_PART,North Macedonia,15-64,1.1
2020,SE_GPI_PART,North Macedonia,15-24,1.1
2021,SE_GPI_PART,North Macedonia,15-24,1.2
2021,SE_GPI_PART,North Macedonia,15-64,1.1
2021,SE_GPI_PART,North Macedonia,25-54,1.1
2021,SE_GPI_PART,North Macedonia,25-54,1.1
