Year,SeriesCode,Country,Disability status,Sex,Value
2005,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Both sexes,21.31
2011,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Male,37.75
2011,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Female,8.74
2011,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Both sexes,7.31
2011,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Male,7.15
2012,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Both sexes,8.35
2012,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Both sexes,38.7
2012,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Male,6.87
2012,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Male,8.4
2012,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Female,6.84
2015,SL_TLF_UEMDIS_19ICLS,Belgium,Persons without disability,Female,10.2
2015,SL_TLF_UEMDIS_19ICLS,Belgium,Total or no breakdown,Female,10.81
2015,SL_TLF_UEMDIS_19ICLS,Belgium,Persons without disability,Male,10.04
2015,SL_TLF_UEMDIS_19ICLS,Belgium,Persons with disability,Female,30.74
2016,SL_TLF_UEMDIS_19ICLS,Belgium,Persons without disability,Female,9.88
2016,SL_TLF_UEMDIS_19ICLS,Belgium,Persons with disability,Both sexes,30.19
2016,SL_TLF_UEMDIS_19ICLS,Belgium,Total or no breakdown,Male,9.79
2016,SL_TLF_UEMDIS_19ICLS,Belgium,Total or no breakdown,Female,10.51
2016,SL_TLF_UEMDIS_19ICLS,Belgium,Persons without disability,Both sexes,9.52
2012,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Both sexes,6.85
2012,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Female,8.3
2012,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Male,39.89
2012,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Female,37.39
2013,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Both sexes,35.05
2013,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Male,35.81
2013,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Both sexes,6.95
2013,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Female,8.33
2013,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Male,8.15
2005,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Male,19.79
2006,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Female,24.0
2006,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Both sexes,28.11
2006,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Both sexes,17.88
2006,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Female,20.67
2006,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Male,31.07
2006,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Both sexes,17.78
2006,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Male,15.31
2006,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Male,15.48
2016,SL_TLF_UEMDIS_19ICLS,Belgium,Persons without disability,Male,9.21
2016,SL_TLF_UEMDIS_19ICLS,Belgium,Total or no breakdown,Both sexes,10.13
2016,SL_TLF_UEMDIS_19ICLS,Belgium,Persons with disability,Female,27.83
2016,SL_TLF_UEMDIS_19ICLS,Belgium,Persons with disability,Male,33.2
2017,SL_TLF_UEMDIS_19ICLS,Belgium,Total or no breakdown,Male,9.5
2017,SL_TLF_UEMDIS_19ICLS,Belgium,Persons with disability,Both sexes,32.15
2017,SL_TLF_UEMDIS_19ICLS,Belgium,Persons without disability,Both sexes,8.91
2017,SL_TLF_UEMDIS_19ICLS,Belgium,Persons with disability,Female,33.17
2017,SL_TLF_UEMDIS_19ICLS,Belgium,Total or no breakdown,Female,9.61
2017,SL_TLF_UEMDIS_19ICLS,Belgium,Persons without disability,Female,8.92
2017,SL_TLF_UEMDIS_19ICLS,Belgium,Total or no breakdown,Both sexes,9.55
2017,SL_TLF_UEMDIS_19ICLS,Belgium,Persons with disability,Male,31.17
2017,SL_TLF_UEMDIS_19ICLS,Belgium,Persons without disability,Male,8.91
2018,SL_TLF_UEMDIS_19ICLS,Belgium,Persons with disability,Both sexes,30.27
2018,SL_TLF_UEMDIS_19ICLS,Belgium,Persons without disability,Male,6.83
2018,SL_TLF_UEMDIS_19ICLS,Belgium,Persons with disability,Female,20.45
2018,SL_TLF_UEMDIS_19ICLS,Belgium,Total or no breakdown,Both sexes,7.51
2018,SL_TLF_UEMDIS_19ICLS,Belgium,Total or no breakdown,Female,7.31
2006,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Female,20.64
2007,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Male,11.45
2007,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Female,40.18
2007,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Male,31.21
2007,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Both sexes,14.1
2007,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Male,11.67
2007,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Both sexes,35.1
2007,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Female,16.99
2007,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Female,16.75
2007,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Both sexes,13.88
2008,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Male,20.08
2008,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Female,11.62
2008,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Both sexes,22.94
2008,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Female,28.79
2008,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Male,7.41
2008,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Male,7.57
2008,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Female,11.75
2008,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Both sexes,9.45
2018,SL_TLF_UEMDIS_19ICLS,Belgium,Total or no breakdown,Male,7.69
2018,SL_TLF_UEMDIS_19ICLS,Belgium,Persons with disability,Male,37.69
2018,SL_TLF_UEMDIS_19ICLS,Belgium,Persons without disability,Both sexes,6.9
2018,SL_TLF_UEMDIS_19ICLS,Belgium,Persons without disability,Female,6.99
2019,SL_TLF_UEMDIS_19ICLS,Belgium,Persons with disability,Female,28.51
2019,SL_TLF_UEMDIS_19ICLS,Belgium,Persons with disability,Male,40.46
2019,SL_TLF_UEMDIS_19ICLS,Belgium,Total or no breakdown,Female,7.08
2019,SL_TLF_UEMDIS_19ICLS,Belgium,Persons with disability,Both sexes,33.95
2019,SL_TLF_UEMDIS_19ICLS,Belgium,Persons without disability,Both sexes,6.5
2008,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Both sexes,9.3
2009,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Both sexes,8.94
2009,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Female,9.58
2009,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Both sexes,8.81
2009,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Female,9.5
2009,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Male,8.21
2009,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Male,18.88
2009,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Both sexes,17.08
2009,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Female,14.71
2013,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Female,7.07
2013,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Female,34.23
2013,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Male,6.84
2013,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Both sexes,8.24
2014,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Both sexes,35.69
2014,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Female,7.98
2014,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Male,8.48
2014,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Male,37.04
2014,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Female,34.25
2009,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Male,8.39
2010,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Both sexes,10.74
2010,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Male,10.32
2010,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Female,17.58
2010,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Both sexes,17.16
2010,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Both sexes,10.62
2010,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Male,10.18
2010,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Female,11.12
2010,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Male,16.88
2010,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Female,11.22
2011,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Female,13.15
2011,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Female,17.92
2011,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Both sexes,11.67
2011,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Male,10.55
2011,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Male,18.07
2011,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Both sexes,18.01
2011,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Female,13.08
2011,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Male,10.41
2011,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Both sexes,11.77
2012,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Male,23.83
2012,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Female,14.43
2012,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Both sexes,25.01
2012,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Both sexes,12.59
2012,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Male,10.97
2012,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Female,26.57
2012,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Both sexes,12.36
2012,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Female,14.22
2012,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Male,10.72
2013,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Both sexes,24.39
2013,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Male,27.5
2013,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Male,12.44
2013,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Both sexes,13.6
2013,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Both sexes,13.81
2013,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Female,14.89
2013,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Female,14.99
2013,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Female,20.28
2013,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Male,12.76
2014,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Female,14.03
2014,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Male,27.1
2014,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Male,11.86
2014,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Both sexes,12.92
2014,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Male,11.58
2014,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Both sexes,12.74
2014,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Female,14.1
2014,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Both sexes,23.67
2014,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Female,18.73
2015,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Both sexes,28.38
2015,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Male,26.24
2015,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Both sexes,11.22
2015,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Female,12.87
2015,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Male,9.48
2015,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Female,12.55
2015,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Both sexes,10.92
2015,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Male,9.75
2015,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Female,30.55
2016,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Both sexes,9.83
2016,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Both sexes,23.04
2016,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Female,20.99
2016,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Male,8.68
2016,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Female,11.41
2016,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Male,8.39
2016,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Female,11.57
2016,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Male,24.77
2016,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Both sexes,10.06
2017,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Both sexes,8.94
2017,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Female,10.63
2017,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Male,19.1
2017,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Female,13.88
2017,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Male,7.71
2017,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Male,7.38
2017,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Both sexes,9.13
2017,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Both sexes,17.45
2017,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Female,10.68
2018,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Male,22.98
2018,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Male,6.03
2018,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Female,9.28
2018,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Male,6.38
2018,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Female,9.37
2018,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Both sexes,20.36
2018,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Both sexes,7.6
2018,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Female,16.06
2018,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Both sexes,7.82
2019,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Male,6.09
2019,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Female,8.64
2019,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Both sexes,7.34
2019,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Male,17.81
2019,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Both sexes,15.77
2019,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Female,13.13
2019,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Male,5.86
2019,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Both sexes,7.18
2019,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Female,8.57
2020,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Both sexes,19.13
2020,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Female,21.95
2020,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Female,7.85
2020,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Male,5.38
2020,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Female,7.61
2020,SL_TLF_UEMDIS_19ICLS,Poland,Persons without disability,Both sexes,6.44
2020,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Both sexes,6.65
2020,SL_TLF_UEMDIS_19ICLS,Poland,Persons with disability,Male,16.39
2014,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Male,6.94
2014,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Both sexes,8.24
2014,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Female,6.54
2014,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Both sexes,6.75
2015,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Both sexes,38.09
2015,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Male,7.37
2015,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Female,39.68
2015,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Both sexes,7.15
2015,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Female,6.9
2020,SL_TLF_UEMDIS_19ICLS,Poland,Total or no breakdown,Male,5.55
2004,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Both sexes,9.99
2004,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Male,8.88
2004,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Male,8.29
2004,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Female,11.32
2004,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Both sexes,9.59
2004,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Both sexes,17.98
2004,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Male,22.76
2004,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Female,11.18
2004,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Female,13.68
2005,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Both sexes,20.7
2005,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Female,11.43
2005,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Both sexes,9.99
2005,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Male,8.23
2005,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Both sexes,9.6
2005,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Female,16.69
2005,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Male,8.74
2005,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Male,25.5
2005,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Female,11.2
2006,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Both sexes,10.07
2006,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Male,8.81
2006,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Female,26.33
2006,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Female,10.99
2006,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Male,17.24
2006,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Female,11.5
2006,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Both sexes,22.03
2006,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Male,8.59
2006,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Both sexes,9.7
2007,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Female,11.05
2007,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Both sexes,10.18
2007,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Both sexes,9.88
2007,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Female,19.55
2007,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Both sexes,18.02
2007,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Male,9.09
2007,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Male,16.23
2007,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Female,11.41
2015,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Male,36.73
2015,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Male,8.4
2015,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Female,7.98
2015,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Both sexes,8.2
2016,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Male,6.44
2016,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Female,40.39
2016,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Both sexes,7.31
2016,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Female,7.02
2016,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Male,7.58
2007,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Male,8.85
2008,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Female,10.3
2008,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Male,7.99
2008,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Male,7.92
2008,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Both sexes,8.94
2008,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Both sexes,12.79
2008,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Female,14.51
2008,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Male,10.69
2008,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Female,10.14
2008,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Both sexes,9.06
2009,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Both sexes,13.74
2009,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Female,14.9
2009,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Both sexes,25.99
2009,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Male,12.41
2009,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Female,14.57
2009,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Female,25.0
2009,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Both sexes,13.42
2009,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Male,27.48
2009,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Male,12.69
2010,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Both sexes,15.14
2010,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Female,40.94
2010,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Female,16.18
2010,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Male,13.71
2010,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Male,35.38
2010,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Both sexes,14.62
2010,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Male,13.22
2010,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Both sexes,38.05
2016,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Both sexes,6.18
2016,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Male,40.36
2016,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Both sexes,40.37
2016,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Female,5.89
2017,SL_TLF_UEMDIS_19ICLS,Germany,Persons with disability,Both sexes,37.96
2017,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Male,5.91
2017,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Male,7.0
2017,SL_TLF_UEMDIS_19ICLS,Germany,Persons without disability,Both sexes,5.85
2017,SL_TLF_UEMDIS_19ICLS,Germany,Total or no breakdown,Female,6.78
2010,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Female,16.74
2011,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Male,20.42
2011,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Female,16.63
2011,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Male,12.93
2011,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Female,38.36
2011,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Both sexes,30.34
2011,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Male,13.07
2011,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Both sexes,14.7
2011,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Both sexes,15.03
2011,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Female,17.17
2012,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Both sexes,20.43
2012,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Both sexes,20.06
2012,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Female,20.86
2012,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Female,20.38
2012,SL_TLF_UEMDIS_19ICLS,Portugal,Total or no breakdown,Male,20.03
2012,SL_TLF_UEMDIS_19ICLS,Portugal,Persons without disability,Male,19.76
2012,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Male,29.78
2012,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Both sexes,32.88
2012,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Female,35.69
2013,SL_TLF_UEMDIS_19ICLS,Portugal,Persons with disability,Female,36.96
