Year,Показатели,Страна,Quantile,Sex,Value
2009,[World Bank] Proportion of population covered by social assistance programs (%),India,_T,,17.24392
2011,[World Bank] Proportion of population covered by social assistance programs (%),India,_T,,93.24983
2011,[World Bank] Proportion of population covered by social assistance programs (%),India,Q1,,95.63239
2007,[World Bank] Proportion of population covered by social assistance programs (%),Казахстан,_T,,29.09089
2007,[World Bank] Proportion of population covered by social assistance programs (%),Казахстан,Q1,,42.15873
2010,[World Bank] Proportion of population covered by social assistance programs (%),Казахстан,_T,,33.5863
2012,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Serbia,,MALE,9.9
2012,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Serbia,,FEMALE,7.8
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Serbia,,MALE,6.5
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Serbia,,BOTHSEX,6.6
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Serbia,,FEMALE,6.6
2021,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Serbia,,MALE,8.9
2021,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Serbia,,BOTHSEX,9.5
2021,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Serbia,,FEMALE,10.2
2000,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovakia,,BOTHSEX,23.1
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovakia,,BOTHSEX,9.1
2008,[World Bank] Proportion of population covered by labour market programs (%),Romania,Q1,,1.48785
2011,[World Bank] Proportion of population covered by labour market programs (%),Romania,Q1,,3.44867
2011,[World Bank] Proportion of population covered by labour market programs (%),Romania,_T,,2.99951
2012,[World Bank] Proportion of population covered by labour market programs (%),Romania,_T,,2.2849
2012,[World Bank] Proportion of population covered by labour market programs (%),Romania,Q1,,2.21701
2016,[World Bank] Proportion of population covered by labour market programs (%),Romania,_T,,0.96226
2016,[World Bank] Proportion of population covered by labour market programs (%),Romania,Q1,,0.98309
2015,[World Bank] Proportion of population covered by labour market programs (%),Serbia,Q1,,2.15688
2010,[World Bank] Proportion of population covered by social assistance programs (%),Казахстан,Q1,,45.00007
2014,[World Bank] Proportion of population covered by social assistance programs (%),Казахстан,_T,,66.09539
2014,[World Bank] Proportion of population covered by social assistance programs (%),Казахстан,Q1,,74.33816
2015,[World Bank] Proportion of population covered by social assistance programs (%),Казахстан,_T,,30.62083
2015,[World Bank] Proportion of population covered by social assistance programs (%),Казахстан,Q1,,44.57739
2017,[World Bank] Proportion of population covered by social assistance programs (%),Казахстан,_T,,24.71827
2017,[World Bank] Proportion of population covered by social assistance programs (%),Казахстан,Q1,,36.18724
2006,[World Bank] Proportion of population covered by social assistance programs (%),Кыргызстан,_T,,8.11491
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovakia,,BOTHSEX,7.6
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovakia,,BOTHSEX,15.8
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovakia,,BOTHSEX,11.1
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovakia,,BOTHSEX,11.5
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovakia,,FEMALE,11.4
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovakia,,MALE,9.8
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovakia,,BOTHSEX,10.5
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovakia,,BOTHSEX,9.9
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovakia,,FEMALE,10.7
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovakia,,MALE,9.2
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovakia,,BOTHSEX,13.0
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Viet Nam,,BOTHSEX,0.7
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Viet Nam,,BOTHSEX,10.8
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Viet Nam,,BOTHSEX,9.5
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Viet Nam,,MALE,35.3
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Viet Nam,,FEMALE,56.7
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Viet Nam,,BOTHSEX,45.0
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Viet Nam,,BOTHSEX,66.6
2000,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovenia,,BOTHSEX,21.7
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovenia,,BOTHSEX,19.2
2015,[World Bank] Proportion of population covered by labour market programs (%),Serbia,_T,,1.61207
2009,[World Bank] Proportion of population covered by labour market programs (%),Slovakia,Q1,,11.96245
2009,[World Bank] Proportion of population covered by labour market programs (%),Slovakia,_T,,5.71974
2006,[World Bank] Proportion of population covered by labour market programs (%),Viet Nam,Q1,,18.89609
2006,[World Bank] Proportion of population covered by labour market programs (%),Viet Nam,_T,,6.08825
2010,[World Bank] Proportion of population covered by labour market programs (%),Viet Nam,Q1,,40.3625
2010,[World Bank] Proportion of population covered by labour market programs (%),Viet Nam,_T,,18.41876
2012,[World Bank] Proportion of population covered by labour market programs (%),Viet Nam,_T,,14.18074
2006,[World Bank] Proportion of population covered by social assistance programs (%),Кыргызстан,Q1,,15.73379
2011,[World Bank] Proportion of population covered by social assistance programs (%),Кыргызстан,_T,,8.47452
2011,[World Bank] Proportion of population covered by social assistance programs (%),Кыргызстан,Q1,,15.64788
2012,[World Bank] Proportion of population covered by social assistance programs (%),Кыргызстан,_T,,7.29997
2012,[World Bank] Proportion of population covered by social assistance programs (%),Кыргызстан,Q1,,11.41397
2013,[World Bank] Proportion of population covered by social assistance programs (%),Кыргызстан,_T,,7.17786
2013,[World Bank] Proportion of population covered by social assistance programs (%),Кыргызстан,Q1,,13.29337
2008,[World Bank] Proportion of population covered by social assistance programs (%),Latvia,Q1,,39.73672
2012,[World Bank] Proportion of population covered by labour market programs (%),Viet Nam,Q1,,33.45951
2014,[World Bank] Proportion of population covered by labour market programs (%),Viet Nam,Q1,,24.40484
2014,[World Bank] Proportion of population covered by labour market programs (%),Viet Nam,_T,,8.97639
2009,[World Bank] Proportion of population covered by labour market programs (%),Türkiye,Q1,,0.78859
2009,[World Bank] Proportion of population covered by labour market programs (%),Türkiye,_T,,1.13947
2010,[World Bank] Proportion of population covered by labour market programs (%),Türkiye,Q1,,0.44673
2010,[World Bank] Proportion of population covered by labour market programs (%),Türkiye,_T,,1.0446
2011,[World Bank] Proportion of population covered by labour market programs (%),Türkiye,Q1,,0.50685
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovenia,,BOTHSEX,20.0
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovenia,,BOTHSEX,36.1
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovenia,,BOTHSEX,34.4
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovenia,,BOTHSEX,32.8
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovenia,,BOTHSEX,29.4
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovenia,,BOTHSEX,25.9
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovenia,,FEMALE,22.2
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovenia,,MALE,30.4
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovenia,,FEMALE,24.0
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovenia,,MALE,35.3
2011,[World Bank] Proportion of population covered by labour market programs (%),Türkiye,_T,,0.85332
2012,[World Bank] Proportion of population covered by labour market programs (%),Türkiye,Q1,,0.45323
2012,[World Bank] Proportion of population covered by labour market programs (%),Türkiye,_T,,0.84086
2013,[World Bank] Proportion of population covered by labour market programs (%),Türkiye,_T,,0.82759
2013,[World Bank] Proportion of population covered by labour market programs (%),Türkiye,Q1,,0.45731
2014,[World Bank] Proportion of population covered by labour market programs (%),Türkiye,_T,,1.27875
2014,[World Bank] Proportion of population covered by labour market programs (%),Türkiye,Q1,,0.48963
2015,[World Bank] Proportion of population covered by labour market programs (%),Türkiye,_T,,1.47964
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Slovenia,,BOTHSEX,29.7
2000,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Spain,,BOTHSEX,41.4
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Spain,,BOTHSEX,65.1
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Spain,,BOTHSEX,73.9
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Spain,,BOTHSEX,62.3
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Spain,,BOTHSEX,63.0
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Spain,,BOTHSEX,53.2
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Spain,,MALE,42.2
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Spain,,FEMALE,37.6
2013,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Spain,,BOTHSEX,40.0
2008,[World Bank] Proportion of population covered by social assistance programs (%),Romania,_T,,55.41553
2008,[World Bank] Proportion of population covered by social assistance programs (%),Romania,Q1,,79.49001
2011,[World Bank] Proportion of population covered by social assistance programs (%),Romania,_T,,62.20367
2011,[World Bank] Proportion of population covered by social assistance programs (%),Romania,Q1,,82.75261
2012,[World Bank] Proportion of population covered by social assistance programs (%),Romania,_T,,61.83329
2012,[World Bank] Proportion of population covered by social assistance programs (%),Romania,Q1,,82.85327
2016,[World Bank] Proportion of population covered by social assistance programs (%),Romania,_T,,58.58158
2016,[World Bank] Proportion of population covered by social assistance programs (%),Romania,Q1,,81.92651
2015,[World Bank] Proportion of population covered by labour market programs (%),Türkiye,Q1,,1.20446
